id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se,adjusted_p_by,adjusted_p_bh
GCST009980,mdd-trauma,GCST90042695,depression-family-sibling,0.5493,0.1167,4.7079,2.5028e-06,0.0127,0.0015,1.0177,0.0079,0.0296,0.0051,0.00010618338056217193,1.2970809254498714e-05
GCST90042686,breast-cancer-family-mother,GCST004749,lung-carcinoma-smokers,0.0943,0.1107,0.8515,0.3945,0.1094,0.0264,1.0449,0.0098,-0.0078,0.0052,1.0,0.5869461254612547
GCST90275154,mdd-sex-M1,GCST003769,depression-symptoms,0.8056,0.0594,13.5626,6.6712e-42,0.0384,0.0033,1.0159,0.0072,0.0097,0.0059,1.0900905880861934e-39,1.3315979405940594e-40
GCST004744,adenocarcinoma-lung,GCST90042670,prostate-cancer-father,0.0625,0.1058,0.5906,0.5548,0.0064,0.0013,1.0227,0.0082,0.0005,0.0048,1.0,0.7119521323997453
GCST90255676,crc-cancer-2,GCST90042696,prostate-cancer-sibling,0.3129,0.1984,1.5767,0.1149,0.0014,0.0011,1.0026,0.0062,0.0044,0.0061,1.0,0.2490735483870968
GCST90043889,breast-neoplasm-1,GCST009979,mdd-1,0.0397,0.0873,0.4546,0.6494,0.078,0.0059,1.0181,0.0076,0.0033,0.0049,1.0,0.7839463473053891
GCST90042682,depression-family-mother,GCST006464,endometrial-carcinoma-2,-0.0443,0.1529,-0.29,0.7718,0.0182,0.0045,1.0862,0.0097,-0.0015,0.0063,1.0,0.8648964980544748
GCST90042844,anxiety-treatment-2,GCST90042673,intestinal-cancer-father,0.152,0.2166,0.7017,0.4829,0.0018,0.001,1.0241,0.0064,-0.0011,0.0053,1.0,0.6586782138024357
GCST90275149,ADHD-1,GCST005903,mdd-2,0.5435,0.0553,9.8363,7.853e-23,0.0172,0.0021,1.0016,0.0068,0.0073,0.0051,7.9026318829933e-21,9.653443902439023e-22
GCST90225528,anxiety-any,GCST90042670,prostate-cancer-father,0.1923,0.1033,1.8621,0.0626,0.0066,0.0013,1.0196,0.0085,-0.0056,0.0049,1.0,0.1522335343787696
GCST90042778,anxiety-1,GCST90041853,prostate-cancer-5,-0.1133,0.1482,-0.7645,0.4446,0.0179,0.0029,1.0305,0.0107,0.0107,0.0049,1.0,0.6258878661087866
GCST90011808,prostate-cancer-3,GCST90013410,bcc-1,0.1252,0.0568,2.2058,0.0274,0.0315,0.0044,1.0631,0.0172,0.062,0.0061,0.6228650248140627,0.07608595041322315
GCST90042684,lung-cancer-family-mother,GCST004750,lung-cancer-squamous,1.1241,0.2197,5.1164,3.1137e-07,0.0557,0.0152,1.0385,0.0097,0.0089,0.0055,1.4557341297288465e-05,1.7782490651558072e-06
GCST90043889,breast-neoplasm-1,GCST003769,depression-symptoms,0.0387,0.0922,0.42,0.6745,0.0387,0.0034,1.0147,0.0075,-0.0046,0.0052,1.0,0.8008197879858657
GCST90041833,breast-neoplasm-2,GCST90275157,schizo-sex-M1,0.1727,0.0782,2.2089,0.0272,0.126,0.0132,1.0383,0.0087,-0.0126,0.0054,0.6191714179717219,0.07563475862068965
GCST004744,adenocarcinoma-lung,GCST004750,lung-cancer-squamous,0.6052,0.1082,5.5951,2.2047e-08,0.0557,0.014,1.04,0.0087,0.245,0.0062,1.1406143258708686e-06,1.3933151097178683e-07
GCST90255675,crc-cancer-1,GCST90011808,prostate-cancer-3,0.0408,0.0535,0.7628,0.4456,0.0332,0.0047,1.0536,0.0192,0.0306,0.0102,1.0,0.6260136585365853
GCST90041886,breast-carcinoma-2,GCST90042786,depression-trauma,0.0235,0.1335,0.1758,0.8605,0.0205,0.0053,1.0121,0.0071,-0.003,0.0046,1.0,0.9212788104089219
GCST90255676,crc-cancer-2,GCST90275155,mdd-5,0.097,0.0388,2.4984,0.0125,0.1196,0.0093,1.0284,0.0075,-0.0049,0.0059,0.30928879174578505,0.037781109445277364
GCST90041886,breast-carcinoma-2,GCST90042700,breast-cancer-family-siblings,0.9299,0.1559,5.9667,2.4211e-09,0.0043,0.0012,1.0081,0.0065,0.0741,0.0064,1.3408384845504574e-07,1.6378985234899328e-08
GCST90042841,anxiety-medication,GCST90011808,prostate-cancer-3,0.0931,0.0716,1.3002,0.1935,0.0332,0.0046,1.0535,0.0196,-0.0015,0.0053,1.0,0.36288000000000004
GCST90275151,autism-sex-M1,GCST90042860,crc-benign-neoplasm,0.2594,0.0573,4.5248,6.0451e-06,0.0099,0.0014,1.0491,0.0092,-0.0069,0.0049,0.00024633633130139083,3.0091164444444444e-05
GCST90225529,anxiety-others,GCST90013410,bcc-1,-0.0288,0.06,-0.4801,0.6312,0.0318,0.0044,1.0604,0.0172,0.0085,0.0054,1.0,0.7685391304347826
GCST006465,endometrial-carcinoma-1,GCST90013410,bcc-1,-0.039,0.098,-0.3984,0.6903,0.0302,0.0048,1.0753,0.0226,0.0008,0.0064,1.0,0.8062831981460024
GCST90042682,depression-family-mother,GCST90275158,schizophrenia-M1,0.4627,0.079,5.8582,4.6786e-09,0.1264,0.0132,1.0383,0.0087,0.0212,0.0056,2.539933439179581e-07,3.10265052631579e-08
GCST009979,mdd-1,GCST006464,endometrial-carcinoma-2,0.1321,0.0955,1.3833,0.1666,0.0187,0.0046,1.0849,0.0099,-0.0038,0.0064,1.0,0.3260831067961165
GCST90225527,anxiety-2,GCST90275154,mdd-sex-M1,0.5059,0.0814,6.215,5.1336e-10,0.1192,0.0095,1.0269,0.0081,0.0085,0.0058,3.0083461733192973e-08,3.6748391489361703e-09
GCST90042695,depression-family-sibling,GCST90043894,prostate-cancer-1,0.0386,0.0785,0.4923,0.6225,0.0254,0.0035,1.0432,0.014,0.0048,0.0055,1.0,0.7619672131147541
GCST90042695,depression-family-sibling,GCST90042673,intestinal-cancer-father,-0.1538,0.1855,-0.8292,0.407,0.0018,0.001,1.024,0.0064,0.0109,0.0049,1.0,0.5986240700218819
GCST90275148,ADHD-sex-M1,GCST90042696,prostate-cancer-sibling,0.1365,0.1703,0.8013,0.423,0.0014,0.0011,1.0031,0.0063,0.005,0.0056,1.0,0.6106997858672377
GCST90275152,autism-1,GCST90042685,intestinal-cancer-mother,0.199,0.1145,1.7385,0.0821,0.0034,0.001,1.0083,0.0064,-0.005,0.0058,1.0,0.1882976109215017
GCST90041830,non-epithelial-carcinoma,GCST90137412,squamous-carcinoma,0.506,0.057,8.8787,6.763800000000001e-19,0.0961,0.0108,0.7865,0.0186,0.252,0.0109,5.844365831413463e-17,7.139173193717279e-18
GCST90042841,anxiety-medication,GCST90275158,schizophrenia-M1,0.3733,0.0687,5.4346,5.4926e-08,0.1266,0.0131,1.0381,0.0087,0.0109,0.0052,2.705908883345943e-06,3.3053974925373135e-07
GCST90275148,ADHD-sex-M1,GCST90042698,lung-cancer-family-sibling,0.535,0.1154,4.6348,3.5724e-06,0.0042,0.0014,1.0095,0.0067,0.0122,0.0057,0.00015040214030917807,1.8372342857142857e-05
GCST90041833,breast-neoplasm-2,GCST90042700,breast-cancer-family-siblings,0.8133,0.1516,5.3646,8.114e-08,0.0043,0.0012,1.0081,0.0065,0.0639,0.0066,3.915515073455614e-06,4.78298947368421e-07
GCST90042670,prostate-cancer-father,GCST90011808,prostate-cancer-3,0.94,0.114,8.2469,1.6259e-16,0.0332,0.0046,1.0537,0.0197,0.0471,0.0098,1.3218366707986119e-14,1.614686896551724e-15
GCST90042844,anxiety-treatment-2,GCST90043894,prostate-cancer-1,0.0528,0.0991,0.5329,0.5941,0.0254,0.0035,1.043,0.014,-0.0032,0.0052,1.0,0.7404037059913527
GCST90275150,autism-age-sex-M1,GCST90041830,non-epithelial-carcinoma,0.0067,0.0688,0.0978,0.9221,0.017,0.0027,1.0274,0.0123,-0.0065,0.0061,1.0,0.958925631768953
GCST90225528,anxiety-any,GCST90041853,prostate-cancer-5,0.0598,0.0863,0.6933,0.4881,0.018,0.003,1.0301,0.0114,0.0079,0.0058,1.0,0.6624581426648722
GCST90275151,autism-sex-M1,GCST90043874,skin-carcinoma-face,-0.0752,0.0778,-0.9669,0.3336,0.0084,0.0014,1.0234,0.008,-0.0032,0.0057,1.0,0.5221565217391305
GCST90042778,anxiety-1,GCST90011809,melanoma-1,0.2474,0.1748,1.415,0.1571,0.0088,0.0023,1.0018,0.0089,-0.0129,0.0048,1.0,0.3134670623145401
GCST90043889,breast-neoplasm-1,GCST90275153,mdd-age-sex-M1,-0.07,0.0867,-0.8075,0.4194,0.1074,0.0093,1.0215,0.0074,0.0034,0.0051,1.0,0.6087131560028756
GCST90042669,depression-family-father,GCST90275156,schizo-age-sex-M1,0.4249,0.097,4.3802,1.1857e-05,0.1137,0.0122,1.0312,0.008,0.0024,0.0054,0.00046926565273626067,5.732305035971223e-05
GCST90275149,ADHD-1,GCST90042841,anxiety-medication,0.262,0.0548,4.784,1.7187e-06,0.039,0.004,1.0085,0.0076,0.0132,0.0057,7.427938565561641e-05,9.073583246073299e-06
GCST90255676,crc-cancer-2,GCST005902,depression-broad,0.0232,0.0306,0.7592,0.4478,0.0573,0.0029,1.039,0.0099,0.0007,0.0061,1.0,0.6282288100208768
GCST90275149,ADHD-1,GCST90042784,depression-postpartum,0.2714,0.2211,1.2274,0.2197,0.0088,0.0077,0.9981,0.0065,0.0061,0.0057,1.0,0.39475508021390376
GCST90011816,cervical-cancer-2,GCST90275157,schizo-sex-M1,0.4785,0.1253,3.8176,0.0001,0.1292,0.0128,1.0354,0.0089,-0.0043,0.0047,0.0034598846808291594,0.00042264150943396227
GCST006464,endometrial-carcinoma-2,GCST90275157,schizo-sex-M1,0.2337,0.1056,2.214,0.0268,0.126,0.013,1.0374,0.0096,-0.0047,0.0057,0.6134505104833238,0.07493592233009709
GCST90042673,intestinal-cancer-father,GCST90013410,bcc-1,0.2059,0.1492,1.3806,0.1674,0.0316,0.0044,1.0621,0.0173,-0.0015,0.0052,1.0,0.3273311348205626
GCST90225527,anxiety-2,GCST009981,mdd-notrauma,0.622,0.1564,3.9768,6.9853e-05,0.0321,0.0093,1.0148,0.0065,0.039,0.0056,0.0025061509964989254,0.0003061383652173913
GCST90042844,anxiety-treatment-2,GCST90042682,depression-family-mother,0.7167,0.0979,7.3222,2.4387e-13,0.0089,0.0013,1.0202,0.0077,0.0345,0.005,1.629451460661077e-11,1.990453117408907e-12
GCST90042843,anxiety-treatment-1,GCST90275158,schizophrenia-M1,0.3266,0.0659,4.959,7.0849e-07,0.1266,0.0131,1.0381,0.0087,0.0089,0.0049,3.168745511429134e-05,3.870774634146341e-06
GCST90011804,breast-carcinoma-1,GCST90042686,breast-cancer-family-mother,0.9453,0.1033,9.153,5.5359e-20,0.0064,0.0014,1.0251,0.0094,0.0704,0.0102,5.047655007400675e-18,6.16595270718232e-19
GCST004750,lung-cancer-squamous,GCST90011809,melanoma-1,0.0232,0.1136,0.2047,0.8378,0.0087,0.0023,1.0021,0.0087,-0.0107,0.0056,1.0,0.9069839228295821
GCST90042778,anxiety-1,GCST90041886,breast-carcinoma-2,-0.0818,0.1614,-0.5069,0.6122,0.008,0.0015,1.0403,0.0105,0.0043,0.005,1.0,0.7557839559093692
GCST90225527,anxiety-2,GCST90275153,mdd-age-sex-M1,0.47,0.081,5.8006,6.6072e-09,0.1095,0.0093,1.0189,0.0078,0.0078,0.0056,3.551886508187036e-07,4.338799739413681e-08
GCST006465,endometrial-carcinoma-1,GCST90042699,intestinal-cancer-sibling,-0.0779,0.2983,-0.261,0.7941,0.002,0.0011,1.0139,0.0072,0.0089,0.0057,1.0,0.882041652892562
GCST90275148,ADHD-sex-M1,GCST90275154,mdd-sex-M1,0.5734,0.0345,16.6101,5.8899e-62,0.1185,0.0091,1.0273,0.0075,0.4248,0.0062,1.4954591955124112e-59,1.8267751384615385e-60
GCST90042695,depression-family-sibling,GCST90137412,squamous-carcinoma,0.0241,0.0399,0.6024,0.5469,0.0961,0.0108,0.7864,0.0186,0.0041,0.0052,1.0,0.7081248554913295
GCST90042673,intestinal-cancer-father,GCST90042698,lung-cancer-family-sibling,-0.0103,0.3044,-0.0337,0.9731,0.0043,0.0014,1.0092,0.0067,0.0078,0.005,1.0,0.9840505263157895
GCST90042843,anxiety-treatment-1,GCST90043889,breast-neoplasm-1,-0.0079,0.1084,-0.0728,0.942,0.0049,0.0011,1.011,0.0081,0.0025,0.0048,1.0,0.9712049079754602
GCST90041886,breast-carcinoma-2,GCST90042672,lung-cancer-family-father,0.11,0.0868,1.2674,0.205,0.0132,0.0018,0.9978,0.0081,0.0021,0.0049,1.0,0.37607563636363633
GCST004749,lung-carcinoma-smokers,GCST90041830,non-epithelial-carcinoma,0.3042,0.0792,3.8431,0.0001,0.0167,0.0027,1.027,0.0122,-0.0021,0.0054,0.0034598846808291594,0.00042264150943396227
GCST90041853,prostate-cancer-5,GCST90137411,bcc-2,0.122,0.0612,1.9949,0.0461,0.0701,0.0119,0.9733,0.0229,0.0364,0.0057,0.9667322257436973,0.1180909783989835
GCST90042685,intestinal-cancer-mother,GCST90137412,squamous-carcinoma,0.0956,0.076,1.2581,0.2084,0.0961,0.0108,0.7865,0.0186,0.001,0.0054,1.0,0.37986835443037975
GCST90042695,depression-family-sibling,GCST90011809,melanoma-1,-0.1159,0.0939,-1.2341,0.2172,0.0088,0.0023,1.0018,0.0089,-0.0013,0.0055,1.0,0.3923806797853309
GCST90011804,breast-carcinoma-1,GCST009981,mdd-notrauma,-0.1277,0.1144,-1.1164,0.2642,0.0315,0.0091,1.0153,0.007,0.0101,0.0051,1.0,0.443856
GCST90042685,intestinal-cancer-mother,GCST90011808,prostate-cancer-3,0.1675,0.1109,1.5105,0.1309,0.0332,0.0046,1.0536,0.0197,0.0053,0.0051,1.0,0.2751766423357664
GCST009981,mdd-notrauma,GCST90042684,lung-cancer-family-mother,0.1812,0.1984,0.9133,0.3611,0.0036,0.0012,1.0165,0.0067,0.0031,0.0045,1.0,0.5527544419134396
GCST90042669,depression-family-father,GCST90137412,squamous-carcinoma,-0.0556,0.0558,-0.9968,0.3189,0.0961,0.0108,0.7865,0.0186,-0.0097,0.0061,1.0,0.5078218009478673
GCST90041833,breast-neoplasm-2,GCST009980,mdd-trauma,0.1354,0.0957,1.4146,0.1572,0.1018,0.0169,1.0039,0.0067,-0.0031,0.005,1.0,0.3134670623145401
GCST005903,mdd-2,GCST90011809,melanoma-1,0.0807,0.0886,0.9108,0.3624,0.009,0.0023,1.0003,0.0089,-0.0078,0.0053,1.0,0.553903260045489
GCST90275150,autism-age-sex-M1,GCST90011816,cervical-cancer-2,0.0823,0.0988,0.833,0.4049,0.0086,0.0024,1.0181,0.0079,0.0061,0.0049,1.0,0.5966947368421052
GCST005903,mdd-2,GCST90275153,mdd-age-sex-M1,0.7104,0.0766,9.277,1.7434e-20,0.1073,0.0092,1.0218,0.0073,0.0078,0.0053,1.6631481666878349e-18,2.031615260115607e-19
GCST005903,mdd-2,GCST90275154,mdd-sex-M1,0.737,0.0744,9.907,3.8798e-23,0.118,0.0095,1.0283,0.0076,0.0086,0.0052,3.952522283267175e-21,4.828195555555556e-22
GCST90042843,anxiety-treatment-1,GCST90011804,breast-carcinoma-1,-0.0681,0.069,-0.987,0.3236,0.027,0.0039,1.0619,0.0138,0.0105,0.0056,1.0,0.5121430588235294
GCST90275156,schizo-age-sex-M1,GCST90013410,bcc-1,-0.0118,0.0531,-0.2216,0.8246,0.0317,0.0044,1.062,0.0172,5.0867e-05,0.0055,1.0,0.9015726829268292
GCST006464,endometrial-carcinoma-2,GCST004750,lung-cancer-squamous,0.1346,0.2176,0.6186,0.5362,0.0476,0.0165,1.0522,0.0112,0.0126,0.0068,1.0,0.7014790395846853
GCST90275148,ADHD-sex-M1,GCST90042843,anxiety-treatment-1,0.1327,0.0609,2.1797,0.0293,0.0363,0.0043,1.0001,0.007,0.0121,0.0059,0.6605969164991313,0.08069508196721312
GCST90275155,mdd-5,GCST90042695,depression-family-sibling,0.7396,0.0712,10.3802,3.0517e-25,0.0129,0.0015,1.0163,0.0079,0.0087,0.0056,3.3801468781154276e-23,4.129011543624161e-24
GCST90042686,breast-cancer-family-mother,GCST003769,depression-symptoms,0.0513,0.0857,0.5987,0.5494,0.0387,0.0034,1.0147,0.0075,-0.0073,0.0054,1.0,0.7095390134529148
GCST90042786,depression-trauma,GCST90042673,intestinal-cancer-father,-0.0981,0.2925,-0.3354,0.7373,0.0018,0.001,1.0242,0.0064,0.0073,0.0052,1.0,0.8431065229722063
GCST90042670,prostate-cancer-father,GCST90137412,squamous-carcinoma,-0.0972,0.062,-1.5666,0.1172,0.0961,0.0108,0.7864,0.0186,-0.0044,0.0052,1.0,0.2521613660618997
GCST90275148,ADHD-sex-M1,GCST90041830,non-epithelial-carcinoma,0.0705,0.0448,1.5744,0.1154,0.017,0.0027,1.0272,0.0123,-0.0059,0.0058,1.0,0.24962060085836912
GCST90225529,anxiety-others,GCST004748,lung-carcinoma-1,0.027,0.0705,0.3831,0.7016,0.0838,0.0165,1.0498,0.0117,0.0115,0.006,1.0,0.8161717253317946
GCST90042843,anxiety-treatment-1,GCST90275157,schizo-sex-M1,0.3276,0.0659,4.9701,6.693e-07,0.1261,0.0131,1.0381,0.0087,0.0089,0.0049,3.00978008079363e-05,3.676590735694823e-06
GCST90275153,mdd-age-sex-M1,GCST006465,endometrial-carcinoma-1,-0.0083,0.1047,-0.0797,0.9365,0.0348,0.0098,1.0749,0.0093,0.0035,0.0059,1.0,0.9677006663249615
GCST004750,lung-cancer-squamous,GCST90041853,prostate-cancer-5,-0.1699,0.1244,-1.3657,0.172,0.0175,0.0029,1.0303,0.0111,0.0045,0.0058,1.0,0.33182009569377985
GCST90275150,autism-age-sex-M1,GCST90275153,mdd-age-sex-M1,0.6437,0.0466,13.8021,2.4746e-43,0.1076,0.0087,1.0211,0.0073,0.3261,0.0059,4.0839932110727827e-41,4.9887936e-42
GCST90042860,crc-benign-neoplasm,GCST003769,depression-symptoms,0.3345,0.0693,4.8281,1.3787e-06,0.0387,0.0034,1.0147,0.0075,0.0165,0.0053,6.0194661786032285e-05,7.3530666666666665e-06
GCST009980,mdd-trauma,GCST90041853,prostate-cancer-5,-0.0755,0.115,-0.6567,0.5114,0.0179,0.0029,1.0302,0.0107,0.0022,0.005,1.0,0.6816824851288831
GCST005902,depression-broad,GCST90042696,prostate-cancer-sibling,0.1295,0.152,0.8519,0.3943,0.0015,0.0011,1.0023,0.0063,0.0124,0.0053,1.0,0.5869461254612547
GCST90225527,anxiety-2,GCST90041853,prostate-cancer-5,0.0836,0.0931,0.8985,0.3689,0.018,0.003,1.0301,0.0114,0.0066,0.0059,1.0,0.5604388847023362
GCST90042843,anxiety-treatment-1,GCST90011816,cervical-cancer-2,-0.0171,0.1194,-0.143,0.8863,0.0088,0.0025,1.017,0.008,-0.0004,0.0052,1.0,0.9330448041775458
GCST90042784,depression-postpartum,GCST90041853,prostate-cancer-5,0.2302,0.2926,0.7868,0.4314,0.018,0.0029,1.0301,0.0107,-0.0026,0.0047,1.0,0.6156433121019108
GCST90042841,anxiety-medication,GCST90275153,mdd-age-sex-M1,0.5288,0.0697,7.5838,3.3565e-14,0.1076,0.0092,1.0212,0.0074,0.0102,0.005,2.408456564427768e-12,2.942045217391304e-13
GCST004749,lung-carcinoma-smokers,GCST90043894,prostate-cancer-1,-0.1003,0.0867,-1.1568,0.2474,0.0263,0.0034,1.0406,0.0137,0.0101,0.0056,1.0,0.42556177474402734
GCST90275156,schizo-age-sex-M1,GCST90011809,melanoma-1,-0.1471,0.0893,-1.6468,0.0996,0.0089,0.0023,1.0015,0.009,0.0037,0.005,1.0,0.2218713812154696
GCST90275147,ADHD-age-sex-M1,GCST90137412,squamous-carcinoma,0.4437,0.0384,11.5634,6.3186000000000005e-31,0.096,0.0109,0.7879,0.0191,0.0103,0.0062,8.083718018003845e-29,9.874649302325581e-30
GCST90275155,mdd-5,GCST90042684,lung-cancer-family-mother,0.5193,0.1213,4.2823,1.85e-05,0.0037,0.0012,1.0161,0.0067,0.0042,0.0052,0.0007217908360751043,8.817021276595743e-05
GCST90042786,depression-trauma,GCST90042695,depression-family-sibling,0.0228,0.1211,0.1882,0.8507,0.0126,0.0015,1.018,0.0079,-0.0163,0.0051,1.0,0.9146726399999999
GCST90275149,ADHD-1,GCST90137412,squamous-carcinoma,0.4438,0.0373,11.8867,1.3874e-32,0.096,0.0109,0.7879,0.0191,0.0089,0.0062,1.957022556366661e-30,2.390596923076923e-31
GCST90275148,ADHD-sex-M1,GCST90042686,breast-cancer-family-mother,-0.1572,0.0696,-2.2597,0.0238,0.0062,0.0014,1.0266,0.0093,0.0034,0.0055,0.5540012246485349,0.06767390691114246
GCST90041833,breast-neoplasm-2,GCST90041830,non-epithelial-carcinoma,0.1332,0.07,1.9015,0.0572,0.0169,0.0027,1.0279,0.0122,0.0112,0.005,1.0,0.1409721271393643
GCST90043874,skin-carcinoma-face,GCST90137412,squamous-carcinoma,0.4746,0.059,8.0474,8.4581e-16,0.0961,0.0108,0.7865,0.0186,0.1982,0.0074,6.553498659730221e-14,8.00541295774648e-15
GCST90275147,ADHD-age-sex-M1,GCST90275151,autism-sex-M1,0.438,0.0384,11.4208,3.2915e-30,0.1499,0.0116,1.0317,0.008,0.4892,0.0065,4.115285131556635e-28,5.027018181818182e-29
GCST90042778,anxiety-1,GCST90255675,crc-cancer-1,-0.1005,0.0883,-1.1386,0.2549,0.0863,0.0092,1.1788,0.0228,0.0039,0.0052,1.0,0.4329219882055602
GCST90011804,breast-carcinoma-1,GCST90275158,schizophrenia-M1,0.0632,0.0618,1.0227,0.3064,0.1288,0.0122,1.0354,0.0085,-0.0075,0.0054,1.0,0.4949538461538462
GCST90275147,ADHD-age-sex-M1,GCST90042695,depression-family-sibling,0.2939,0.0534,5.5071,3.6485e-08,0.0129,0.0015,1.0165,0.008,0.0095,0.0063,1.864197113333893e-06,2.2772061919504643e-07
GCST90275153,mdd-age-sex-M1,GCST90275157,schizo-sex-M1,0.856,0.0397,21.552,5.0672e-103,0.1283,0.0125,1.0358,0.0084,0.4235,0.0053,2.090682372822679e-100,2.5538688e-101
GCST90275149,ADHD-1,GCST90041830,non-epithelial-carcinoma,0.0691,0.0442,1.5655,0.1175,0.017,0.0027,1.0272,0.0123,-0.0051,0.0059,1.0,0.2525373134328358
GCST90275154,mdd-sex-M1,GCST90042698,lung-cancer-family-sibling,0.4317,0.1256,3.4361,0.0006,0.0042,0.0014,1.0095,0.0068,0.0086,0.005,0.01896971256040815,0.0023172413793103447
GCST90275152,autism-1,GCST004749,lung-carcinoma-smokers,0.0703,0.0598,1.1756,0.2398,0.1064,0.0265,1.0471,0.0096,-0.0077,0.0048,1.0,0.4181979238754326
GCST90042786,depression-trauma,GCST90042699,intestinal-cancer-sibling,-0.4477,0.2838,-1.5774,0.1147,0.0022,0.0011,1.0114,0.0062,0.0154,0.005,1.0,0.24890764262648007
GCST90042673,intestinal-cancer-father,GCST004750,lung-cancer-squamous,0.2982,0.1992,1.4969,0.1344,0.0557,0.0152,1.0385,0.0097,-0.0025,0.0052,1.0,0.2804869565217391
GCST90275157,schizo-sex-M1,GCST90041830,non-epithelial-carcinoma,0.0287,0.0661,0.4343,0.6641,0.017,0.0027,1.0272,0.0123,0.001,0.0054,1.0,0.7952731157270029
GCST90011816,cervical-cancer-2,GCST90042695,depression-family-sibling,0.0645,0.1251,0.5157,0.6061,0.0126,0.0015,1.0184,0.0078,0.0067,0.0055,1.0,0.7500906077348065
GCST004744,adenocarcinoma-lung,GCST005902,depression-broad,0.0966,0.0547,1.7679,0.0771,0.0571,0.0028,1.0402,0.0097,-0.0051,0.0059,1.0,0.17824954128440368
GCST90042686,breast-cancer-family-mother,GCST90011809,melanoma-1,0.1568,0.1219,1.2866,0.1982,0.0088,0.0023,1.0017,0.0089,0.0018,0.0057,1.0,0.3691058823529412
GCST90042682,depression-family-mother,GCST004749,lung-carcinoma-smokers,-0.1432,0.0983,-1.4566,0.1452,0.1094,0.0264,1.0449,0.0098,0.0009,0.0052,1.0,0.2968795131845842
GCST90042784,depression-postpartum,GCST90042698,lung-cancer-family-sibling,-0.0786,0.4117,-0.1908,0.8487,0.0043,0.0014,1.0091,0.0067,0.0048,0.005,1.0,0.9139846153846154
GCST90011816,cervical-cancer-2,GCST006465,endometrial-carcinoma-1,0.202,0.1731,1.1669,0.2432,0.035,0.0094,1.0741,0.0085,0.0044,0.006,1.0,0.42102386266094416
GCST90042685,intestinal-cancer-mother,GCST90043894,prostate-cancer-1,0.1706,0.1229,1.3882,0.1651,0.0254,0.0035,1.0431,0.014,0.0049,0.0051,1.0,0.324168093385214
GCST90042860,crc-benign-neoplasm,GCST006464,endometrial-carcinoma-2,0.1394,0.1206,1.1556,0.2478,0.0181,0.0045,1.0863,0.0097,-0.0025,0.006,1.0,0.42584782978723407
GCST90042860,crc-benign-neoplasm,GCST90042682,depression-family-mother,0.1658,0.0891,1.8602,0.0629,0.0089,0.0013,1.0201,0.0077,0.0118,0.0051,1.0,0.15277879518072288
GCST90042695,depression-family-sibling,GCST90043874,skin-carcinoma-face,0.0066,0.0893,0.0737,0.9413,0.0083,0.0014,1.0233,0.0079,-0.0018,0.0053,1.0,0.9711672466734903
GCST90042844,anxiety-treatment-2,GCST90275150,autism-age-sex-M1,0.3338,0.0826,4.039,5.3668e-05,0.143,0.0117,1.0344,0.0083,-0.0104,0.0054,0.001959552841398289,0.00023936877876106193
GCST90225527,anxiety-2,GCST90043894,prostate-cancer-1,0.0618,0.0782,0.7893,0.4299,0.0254,0.0036,1.0434,0.0143,0.0036,0.0053,1.0,0.6155386363636364
GCST004744,adenocarcinoma-lung,GCST90011808,prostate-cancer-3,0.0165,0.0752,0.2193,0.8264,0.0345,0.0046,1.0497,0.0192,0.0107,0.0058,1.0,0.9022336762317271
GCST90041886,breast-carcinoma-2,GCST004750,lung-cancer-squamous,0.1665,0.1049,1.5875,0.1124,0.0556,0.0152,1.0386,0.0096,-0.005,0.005,1.0,0.24470669546436286
GCST009981,mdd-notrauma,GCST90042682,depression-family-mother,0.9811,0.1903,5.1564,2.5171e-07,0.0089,0.0013,1.0201,0.0077,0.025,0.0048,1.1801516259275263e-05,1.4416118181818184e-06
GCST90042685,intestinal-cancer-mother,GCST90042699,intestinal-cancer-sibling,0.5605,0.3037,1.8456,0.065,0.0022,0.0011,1.0114,0.0062,0.048,0.0044,1.0,0.15712230215827339
GCST005902,depression-broad,GCST90011809,melanoma-1,0.0328,0.0578,0.5664,0.5711,0.009,0.0023,1.0003,0.0088,-0.0111,0.006,1.0,0.7254805293005672
GCST90041886,breast-carcinoma-2,GCST90042784,depression-postpartum,-0.1909,0.2744,-0.6956,0.4867,0.0088,0.0076,0.9981,0.0065,0.002,0.0046,1.0,0.6616231962238706
GCST90042700,breast-cancer-family-siblings,GCST90042699,intestinal-cancer-sibling,-0.0643,0.2909,-0.221,0.8251,0.0022,0.0011,1.0113,0.0062,0.0227,0.0048,1.0,0.9015726829268292
GCST90042699,intestinal-cancer-sibling,GCST90137412,squamous-carcinoma,0.4134,0.1575,2.6239,0.0087,0.0961,0.0108,0.7864,0.0186,0.0027,0.0054,0.22469758117328523,0.027447887323943657
GCST90043894,prostate-cancer-1,GCST90275156,schizo-age-sex-M1,0.1012,0.0712,1.4213,0.1552,0.1135,0.0122,1.0314,0.008,-0.0098,0.005,1.0,0.3110170974155069
GCST90275151,autism-sex-M1,GCST90255676,crc-cancer-2,0.0363,0.042,0.8647,0.3872,0.0869,0.0095,1.1564,0.0196,-0.0042,0.0061,1.0,0.5795064587973274
