"SNP_rm_GWAS1_Nmiss","SNP_rm_GWAS2_Nmiss","SNP_RP_GWAS1_TOTAL","SNP_RP_GWAS1_PERC","SNP_RP_GWAS2_TOTAL","SNP_RP_GWAS2_PERC","h2_1","h2_1_se","h2_2","h2_2_se","gcov","gcov_se","rg","se","p","output_file","output_file_path","id_1","label_1","id_2","label_2"
321,0,797259,1029876,1029099,1029876,0.1186,0.0084,0.1203,0.0074,-0.0037,0.0046,-0.0313,0.0384,0.416,"GCST90271619_partial-epilepsy-2_GCST90275153_mdd-age-sex-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90271619_partial-epilepsy-2_GCST90275153_mdd-age-sex-M1.Rout","GCST90271619","partial-epilepsy-2","GCST90275153","mdd-age-sex-M1"
0,0,1029099,1029876,1029721,1029876,0.2628,0.0079,0.3665,0.0092,0.0729,0.0034,0.2348,0.0129,1.87e-74,"GCST90275152_autism-1_GCST90128471-all_SCZ-PGC-2022-all.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275152_autism-1_GCST90128471-all_SCZ-PGC-2022-all.Rout","GCST90275152","autism-1","GCST90128471-all","SCZ-PGC-2022-all"
0,0,1023434,1029876,1029867,1029876,0.113,0.008,0.0085,0.001,5e-04,0.001,0.0159,0.0311,0.608,"GCST90255675_crc-cancer-1_GCST90042670_prostate-cancer-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255675_crc-cancer-1_GCST90042670_prostate-cancer-father.Rout","GCST90255675","crc-cancer-1","GCST90042670","prostate-cancer-father"
304,5,836495,1029876,134012,1029876,0.2967,0.0142,0,0,0.0018,0.0046,Inf,NA,NA,"GCST90271612_generalised-epilepsy_GCST012431_parkinsons-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90271612_generalised-epilepsy_GCST012431_parkinsons-1.Rout","GCST90271612","generalised-epilepsy","GCST012431","parkinsons-1"
0,0,1029035,1029876,1025614,1029876,0.0339,0.0024,0.0375,0.004,0.0023,0.0021,0.065,0.0601,0.28,"GCST003769_depression-symp","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003769_depression-symptoms_GCST006464_endometrial-carcinoma-2.Rout","GCST003769","depression-symptoms","GCST006464","endometrial-carcinoma-2"
0,0,1029099,1029876,1029738,1029876,0.2246,0.0091,0.0071,8e-04,0.0019,0.002,0.0472,0.0494,0.34,"GCST90275156_schizo-age-sex-M1_GCST90435663_skin-benign-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275156_schizo-age-sex-M1_GCST90435663_skin-benign-neoplasm.Rout","GCST90275156","schizo-age-sex-M1","GCST90435663","skin-benign-neoplasm"
0,0,1027244,1029876,1029721,1029876,0.0115,8e-04,0.3944,0.0123,0.0202,0.002,0.2987,0.0326,5.79e-20,"GCST90225529_anxiety-others_GCST90128471-male_SCZ-PGC-2022-males.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225529_anxiety-others_GCST90128471-male_SCZ-PGC-2022-males.Rout","GCST90225529","anxiety-others","GCST90128471-male","SCZ-PGC-2022-males"
0,0,1029867,1029876,907187,1029876,0.0147,0.0012,0.0437,0.006,-0.0013,9e-04,-0.0533,0.0372,0.151,"GCST90042695_depression-family-sibling_GCST90137411_bcc-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042695_depression-family-sibling_GCST90137411_bcc-2.Rout","GCST90042695","depression-family-sibling","GCST90137411","bcc-2"
0,0,1029867,1029876,1029738,1029876,0.0085,0.001,0.0065,0.001,0.0037,6e-04,0.5003,0.095,1.38e-07,"GCST90042686_breast-cancer-family-mother_GCST90435631_lymph-node-malignant-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042686_breast-cancer-family-mother_GCST90435631_lymph-node-malignant-neoplasm.Rout","GCST90042686","breast-cancer-family-mother","GCST90435631","lymph-node-malignant-neoplasm"
0,336,1016803,1029876,836400,1029876,0.0414,0.0041,0.1216,0.0106,0.0153,0.0028,0.2162,0.0434,6.44e-07,"GCST90027164_lateral-sclerosis-1_GCST90271613_partial-epilepsy-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90027164_lateral-sclerosis-1_GCST90271613_partial-epilepsy-1.Rout","GCST90027164","lateral-sclerosis-1","GCST90271613","partial-epilepsy-1"
336,0,836400,1029876,1025340,1029876,0.1216,0.0106,0.4255,0.015,-0.0069,0.006,-0.0302,0.0259,0.242,"GCST90271613_partial-epilepsy-1_GCST009337_SCZ-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90271613_partial-epilepsy-1_GCST009337_SCZ-PGC-2019.Rout","GCST90271613","partial-epilepsy-1","GCST009337","SCZ-PGC-2019"
0,0,1029867,1029876,1028643,1029876,0.0228,0.0038,0.0641,0.0021,-0.0058,0.0019,-0.1526,0.0504,0.00248,"GCST90042786_depression-trauma_GCST005902_depression-broad.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042786_depression-trauma_GCST005902_depression-broad.Rout","GCST90042786","depression-trauma","GCST005902","depression-broad"
0,0,1029867,1029876,1029738,1029876,0.0085,0.001,0.0071,8e-04,6e-04,7e-04,0.083,0.095,0.382,"GCST90042686_breast-cancer-family-mother_GCST90435663_skin-benign-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042686_breast-cancer-family-mother_GCST90435663_skin-benign-neoplasm.Rout","GCST90042686","breast-cancer-family-mother","GCST90435663","skin-benign-neoplasm"
0,0,1027244,1029876,1029738,1029876,0.0469,0.0021,0.0048,0.001,0.001,8e-04,0.068,0.053,0.2,"GCST90129443_headache-disorder-2_GCST90436510_uterine-polyp-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90129443_headache-disorder-2_GCST90436510_uterine-polyp-1.Rout","GCST90129443","headache-disorder-2","GCST90436510","uterine-polyp-1"
0,0,1027244,1029876,1029867,1029876,0.012,9e-04,0.0239,0.006,0.017,0.0018,1.008,0.1737,6.56e-09,"GCST90225528_anxiety-any_GCST90042778_anxiety-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225528_anxiety-any_GCST90042778_anxiety-1.Rout","GCST90225528","anxiety-any","GCST90042778","anxiety-1"
0,0,1029867,1029876,1029770,1029876,0.0047,0.0012,0.0126,9e-04,0.0012,5e-04,0.1598,0.0722,0.0269,"GCST90042700_breast-cancer-family-siblings_GCST90320057_renal-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042700_breast-cancer-family-siblings_GCST90320057_renal-carcinoma.Rout","GCST90042700","breast-cancer-family-siblings","GCST90320057","renal-carcinoma"
0,0,1029867,1029876,1029738,1029876,0.0114,0.0011,0.0065,0.001,0.0056,6e-04,0.6537,0.0812,8.43e-16,"GCST90041833_breast-neoplasm-2_GCST90435631_lymph-node-malignant-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90041833_breast-neoplasm-2_GCST90435631_lymph-node-malignant-neoplasm.Rout","GCST90041833","breast-neoplasm-2","GCST90435631","lymph-node-malignant-neoplasm"
0,0,1029867,1029876,1029738,1029876,0.0138,0.0011,0.0607,0.0078,0.018,0.0019,0.6229,0.0818,2.71e-14,"GCST90042695_depression-family-sibling_GCST009981_mdd-notrauma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042695_depression-family-sibling_GCST009981_mdd-notrauma.Rout","GCST90042695","depression-family-sibling","GCST009981","mdd-notrauma"
0,0,1025614,1029876,907187,1029876,0.0606,0.0082,0.0437,0.006,-7e-04,0.003,-0.0142,0.059,0.809,"GCST006465_endometrial-carcinoma-1_GCST90137411_bcc-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006465_endometrial-carcinoma-1_GCST90137411_bcc-2.Rout","GCST006465","endometrial-carcinoma-1","GCST90137411","bcc-2"
0,0,1027244,1029876,972817,1029876,0.0103,9e-04,0.032,0.0079,-2e-04,0.0019,-0.0111,0.1026,0.914,"GCST90225528_anxiety-any_GCST004744_adenocarcinoma-lung.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225528_anxiety-any_GCST004744_adenocarcinoma-lung.Rout","GCST90225528","anxiety-any","GCST004744","adenocarcinoma-lung"
0,0,1029867,1029876,1029770,1029876,0.0095,0.001,0.0126,9e-04,-2e-04,5e-04,-0.0149,0.0426,0.727,"GCST90042682_depression-family-mother_GCST90320057_renal-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042682_depression-family-mother_GCST90320057_renal-carcinoma.Rout","GCST90042682","depression-family-mother","GCST90320057","renal-carcinoma"
0,0,1029099,1029876,1025340,1029876,0.1826,0.0047,0.4231,0.0115,0.0735,0.0044,0.2643,0.0167,2.05e-56,"GCST90275153_mdd-age-sex-M1_GCST009337_SCZ-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275153_mdd-age-sex-M1_GCST009337_SCZ-PGC-2019.Rout","GCST90275153","mdd-age-sex-M1","GCST009337","SCZ-PGC-2019"
0,0,1027244,1029876,1025340,1029876,0.012,9e-04,0.4231,0.0115,0.0226,0.0019,0.317,0.028,1.08e-29,"GCST90225528_anxiety-any_GCST009337_SCZ-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225528_anxiety-any_GCST009337_SCZ-PGC-2019.Rout","GCST90225528","anxiety-any","GCST009337","SCZ-PGC-2019"
0,0,1029867,1029876,1029099,1029876,0.0114,0.0011,0.2428,0.0087,0.0021,0.002,0.0392,0.0384,0.307,"GCST90041833_breast-neoplasm-2_GCST90275158_schizophrenia-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90041833_breast-neoplasm-2_GCST90275158_schizophrenia-M1.Rout","GCST90041833","breast-neoplasm-2","GCST90275158","schizophrenia-M1"
0,0,1029335,1029876,1009763,1029876,0,0,1,0,0.006,0.0065,Inf,NA,NA,"GCST90428117_prostate-cancer_GCST006803_SCZ-PGC-2018.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90428117_prostate-cancer_GCST006803_SCZ-PGC-2018.Rout","GCST90428117","prostate-cancer","GCST006803","SCZ-PGC-2018"
0,0,1029867,1029876,1029770,1029876,0.0239,0.006,0.0126,9e-04,0.0017,0.0015,0.1003,0.0915,0.273,"GCST90042778_anxiety-1_GCST90320057_renal-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042778_anxiety-1_GCST90320057_renal-carcinoma.Rout","GCST90042778","anxiety-1","GCST90320057","renal-carcinoma"
0,716,1029530,1029876,413142,1029876,0.2719,0.0186,0,0,-0.0088,0.0077,-Inf,NA,NA,"GCST003740_adenocarcinoma-barret-oesophagus_GCST001198_multiple-sclerosis-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003740_adenocarcinoma-barret-oesophagus_GCST001198_multiple-sclerosis-2.Rout","GCST003740","adenocarcinoma-barret-oesophagus","GCST001198","multiple-sclerosis-2"
0,0,1025614,1029876,1027982,1029876,0.0391,0.0032,0.076,0.0052,0.004,0.0025,0.0739,0.0459,0.108,"GCST006464_endometrial-carcinoma-2_GCST010009_mdd-lifetime-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006464_endometrial-carcinoma-2_GCST010009_mdd-lifetime-1.Rout","GCST006464","endometrial-carcinoma-2","GCST010009","mdd-lifetime-1"
0,0,1029738,1029876,972817,1029876,0.0078,0.0012,0.032,0.0079,0.0031,0.0018,0.1957,0.1183,0.098,"GCST90435864_anxiety-4_GCST004744_adenocarcinoma-lung.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435864_anxiety-4_GCST004744_adenocarcinoma-lung.Rout","GCST90435864","anxiety-4","GCST004744","adenocarcinoma-lung"
0,0,1027876,1029876,1028643,1029876,0.0279,0.007,0.0641,0.0021,0.0077,0.0027,0.1824,0.0687,0.00793,"GCST004692_lateral-sclerosis-2_GCST005902_depression-broad.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004692_lateral-sclerosis-2_GCST005902_depression-broad.Rout","GCST004692","lateral-sclerosis-2","GCST005902","depression-broad"
0,0,1029099,1029876,907187,1029876,0.1336,0.0086,0.0592,0.005,0.0242,0.0024,0.2719,0.0332,2.44e-16,"GCST90275154_mdd-sex-M1_GCST90137412_squamous-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275154_mdd-sex-M1_GCST90137412_squamous-carcinoma.Rout","GCST90275154","mdd-sex-M1","GCST90137412","squamous-carcinoma"
0,0,1029867,1029876,1029738,1029876,0.0047,0.0012,0.0169,0.001,0.0019,8e-04,0.2104,0.095,0.0268,"GCST90042700_breast-cancer-family-siblings_GCST90435859_depression-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042700_breast-cancer-family-siblings_GCST90435859_depression-disorder.Rout","GCST90042700","breast-cancer-family-siblings","GCST90435859","depression-disorder"
0,0,1029867,1029876,1029867,1029876,0.0085,0.001,0.01,0.0011,0.001,6e-04,0.1105,0.0689,0.109,"GCST90042686_breast-cancer-family-mother_GCST90043874_skin-carcinoma-face.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042686_breast-cancer-family-mother_GCST90043874_skin-carcinoma-face.Rout","GCST90042686","breast-cancer-family-mother","GCST90043874","skin-carcinoma-face"
0,0,1029738,1029876,1029738,1029876,0.0096,0.0011,0.1496,0.0108,0.0177,0.003,0.4674,0.091,2.78e-07,"GCST90435864_anxiety-4_GCST009980_mdd-trauma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435864_anxiety-4_GCST009980_mdd-trauma.Rout","GCST90435864","anxiety-4","GCST009980","mdd-trauma"
0,0,1029035,1029876,1029770,1029876,0.0339,0.0024,0.0138,0.001,0.0047,8e-04,0.2192,0.0384,1.17e-08,"GCST003769_depression-symp","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003769_depression-symptoms_GCST90320057_renal-carcinoma.Rout","GCST003769","depression-symptoms","GCST90320057","renal-carcinoma"
0,0,1029867,1029876,1029867,1029876,0.0311,0.0022,0.0113,0.001,-3.73e-05,0.0012,-0.002,0.067,0.976,"GCST90042843_anxiety-treatment-1_GCST90042672_lung-cancer-family-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042843_anxiety-treatment-1_GCST90042672_lung-cancer-family-father.Rout","GCST90042843","anxiety-treatment-1","GCST90042672","lung-cancer-family-father"
0,0,1029867,1029876,971756,1029876,0.0057,0.001,0.0227,0.0083,-0.0015,0.0022,-0.1335,0.1967,0.497,"GCST90042669_depression-family-father_GCST004750_lung-cancer-squamous.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042669_depression-family-father_GCST004750_lung-cancer-squamous.Rout","GCST90042669","depression-family-father","GCST004750","lung-cancer-squamous"
911853,0,24750,1029876,1029738,1029876,1,0,0.0147,0.0018,1.57e-08,9.1e-07,1.29e-07,7.45e-06,0.986,"GCST001241_BIP-PGC-2011_GCST90435600_breast-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST001241_BIP-PGC-2011_GCST90435600_breast-cancer-1.Rout","GCST001241","BIP-PGC-2011","GCST90435600","breast-cancer-1"
0,0,1029738,1029876,1029867,1029876,0.0101,0.001,0.0086,0.0014,0.0018,8e-04,0.1946,0.091,0.0325,"GCST90435863_anxiety-3_GCST90042872_uterine-fibroid-leiomyoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435863_anxiety-3_GCST90042872_uterine-fibroid-leiomyoma.Rout","GCST90435863","anxiety-3","GCST90042872","uterine-fibroid-leiomyoma"
0,0,1008231,1029876,1009763,1029876,0.0473,0.0087,1,0,0.0181,0.0056,0.0832,0.0263,0.00156,"GCST002245_alzheimers-late-onset-4_GCST006803_SCZ-PGC-2018.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST002245_alzheimers-late-onset-4_GCST006803_SCZ-PGC-2018.Rout","GCST002245","alzheimers-late-onset-4","GCST006803","SCZ-PGC-2018"
0,0,1029876,1029876,1019367,1029876,0.0093,0.0043,0.1337,0.0122,1e-04,0.0022,0.0037,0.0633,0.953,"GCST90012878_alzheimers-disease-family-his","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90012878_alzheimers-disease-family-history_GCST010514_autism-2.Rout","GCST90012878","alzheimers-disease-family-history","GCST010514","autism-2"
0,0,1008231,1029876,1029099,1029876,0.0473,0.0087,0.145,0.0073,0.0082,0.005,0.099,0.0612,0.106,"GCST002245_alzheimers-late-onset-4_GCST90275155_mdd-5.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST002245_alzheimers-late-onset-4_GCST90275155_mdd-5.Rout","GCST002245","alzheimers-late-onset-4","GCST90275155","mdd-5"
0,0,1025614,1029876,1029738,1029876,0.0391,0.0032,0.0104,9e-04,0.0067,0.0013,0.3318,0.0634,1.63e-07,"GCST006464_endometrial-carcinoma-2_GCST90435667_uterine-leiomyoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006464_endometrial-carcinoma-2_GCST90435667_uterine-leiomyoma.Rout","GCST006464","endometrial-carcinoma-2","GCST90435667","uterine-leiomyoma"
0,0,1029867,1029876,1029867,1029876,0.0115,0.0014,0.0073,0.001,4e-04,6e-04,0.0422,0.0708,0.551,"GCST90041886_breast-carcinoma-2_GCST90042669_depression-family-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90041886_breast-carcinoma-2_GCST90042669_depression-family-father.Rout","GCST90041886","breast-carcinoma-2","GCST90042669","depression-family-father"
0,0,1006053,1029876,1029867,1029876,0.1012,0.003,0.0063,0.0017,0.0025,0.0015,0.0982,0.0641,0.125,"PGC-ADHD-2022_ADHD-PGC-2022_GCST90044453_uterine-polyp-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/PGC-ADHD-2022_ADHD-PGC-2022_GCST90044453_uterine-polyp-2.Rout","PGC-ADHD-2022","ADHD-PGC-2022","GCST90044453","uterine-polyp-2"
0,0,1029721,1029876,1029738,1029876,0.3944,0.0123,0.0207,0.0018,6e-04,0.0023,0.0069,0.0255,0.786,"GCST90128471-male_SCZ-PGC-2022-males_GCST90435597_skin-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90128471-male_SCZ-PGC-2022-males_GCST90435597_skin-neoplasm.Rout","GCST90128471-male","SCZ-PGC-2022-males","GCST90435597","skin-neoplasm"
0,0,1029099,1029876,1029867,1029876,0.2492,0.0072,0.0043,8e-04,0.0039,0.0024,0.1183,0.0723,0.102,"GCST90275151_autism-sex-M1_GCST90042684_lung-cancer-family-mother.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275151_autism-sex-M1_GCST90042684_lung-cancer-family-mother.Rout","GCST90275151","autism-sex-M1","GCST90042684","lung-cancer-family-mother"
0,0,1006053,1029876,971756,1029876,0.1011,0.0036,0.0227,0.0083,0.0248,0.003,0.5176,0.1146,6.25e-06,"PGC-ADHD-2022_ADHD-PGC-2022_GCST004750_lung-cancer-squamous.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/PGC-ADHD-2022_ADHD-PGC-2022_GCST004750_lung-cancer-squamous.Rout","PGC-ADHD-2022","ADHD-PGC-2022","GCST004750","lung-cancer-squamous"
0,0,1029035,1029876,1029738,1029876,0.0339,0.0024,0.003,0.0011,0.0033,0.001,0.3278,0.1057,0.00192,"GCST003769_depression-symp","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003769_depression-symptoms_GCST90436510_uterine-polyp-1.Rout","GCST003769","depression-symptoms","GCST90436510","uterine-polyp-1"
0,0,1025614,1029876,1029721,1029876,0.0723,0.0078,0.2969,0.0089,-0.0021,0.0038,-0.0145,0.0259,0.576,"GCST006465_endometrial-carcinoma-1_GCST90128471-females_SCZ-PGC-2022-females.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006465_endometrial-carcinoma-1_GCST90128471-females_SCZ-PGC-2022-females.Rout","GCST006465","endometrial-carcinoma-1","GCST90128471-females","SCZ-PGC-2022-females"
0,0,1029867,1029876,1029099,1029876,0.0085,0.001,0.2428,0.0087,-4e-04,0.0019,-0.0091,0.0428,0.832,"GCST90042670_prostate-cancer-father_GCST90275158_schizophrenia-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042670_prostate-cancer-father_GCST90275158_schizophrenia-M1.Rout","GCST90042670","prostate-cancer-father","GCST90275158","schizophrenia-M1"
0,0,1029867,1029876,1027982,1029876,0.0052,0.001,0.0763,0.0045,-0.001,0.0018,-0.0478,0.0909,0.599,"GCST90043889_breast-neoplasm-1_GCST010010_mdd-lifetime-recurrent.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90043889_breast-neoplasm-1_GCST010010_mdd-lifetime-recurrent.Rout","GCST90043889","breast-neoplasm-1","GCST010010","mdd-lifetime-recurrent"
0,0,1029738,1029876,1029867,1029876,0.0169,0.001,0.0086,0.0014,0.0021,7e-04,0.1704,0.0594,0.00414,"GCST90435859_depression-disorder_GCST90042872_uterine-fibroid-leiomyoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435859_depression-disorder_GCST90042872_uterine-fibroid-leiomyoma.Rout","GCST90435859","depression-disorder","GCST90042872","uterine-fibroid-leiomyoma"
0,0,1029099,1029876,1029721,1029876,0.2246,0.0091,0.2969,0.0089,0.117,0.0022,0.453,0.0139,1.46e-231,"GCST90275156_schizo-age-sex-M1_GCST90128471-females_SCZ-PGC-2022-females.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275156_schizo-age-sex-M1_GCST90128471-females_SCZ-PGC-2022-females.Rout","GCST90275156","schizo-age-sex-M1","GCST90128471-females","SCZ-PGC-2022-females"
0,0,1029867,1029876,1029099,1029876,0.0228,0.0038,0.2246,0.0091,0.0046,0.0035,0.0642,0.0483,0.184,"GCST90042786_depression-trauma_GCST90275156_schizo-age-sex-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042786_depression-trauma_GCST90275156_schizo-age-sex-M1.Rout","GCST90042786","depression-trauma","GCST90275156","schizo-age-sex-M1"
0,0,1029867,1029876,1025614,1029876,0.0239,0.006,0.0391,0.0032,-0.0028,0.0028,-0.0913,0.0919,0.321,"GCST90042778_anxiety-1_GCST006464_endometrial-carcinoma-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042778_anxiety-1_GCST006464_endometrial-carcinoma-2.Rout","GCST90042778","anxiety-1","GCST006464","endometrial-carcinoma-2"
0,0,1029867,1029876,1029738,1029876,0.0047,0.0012,0.0071,8e-04,0.001,6e-04,0.1779,0.1133,0.116,"GCST90042700_breast-cancer-family-siblings_GCST90435663_skin-benign-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042700_breast-cancer-family-siblings_GCST90435663_skin-benign-neoplasm.Rout","GCST90042700","breast-cancer-family-siblings","GCST90435663","skin-benign-neoplasm"
0,0,1029867,1029876,1029867,1029876,0.0115,0.0014,0.0086,0.0014,0.0011,8e-04,0.112,0.0808,0.166,"GCST90041886_breast-carcinoma-2_GCST90042872_uterine-fibroid-leiomyoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90041886_breast-carcinoma-2_GCST90042872_uterine-fibroid-leiomyoma.Rout","GCST90041886","breast-carcinoma-2","GCST90042872","uterine-fibroid-leiomyoma"
0,2336,1025614,1029876,1026422,1029876,0.0606,0.0082,0.0249,0.0046,-0.002,0.0034,-0.0502,0.0882,0.569,"GCST006465_endometrial-carcinoma-1_GCST90011808_prostate-cancer-3.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006465_endometrial-carcinoma-1_GCST90011808_prostate-cancer-3.Rout","GCST006465","endometrial-carcinoma-1","GCST90011808","prostate-cancer-3"
0,0,1029867,1029876,1027982,1029876,0.0043,8e-04,0.0763,0.0045,0.0038,0.0017,0.2086,0.0966,0.0308,"GCST90042684_lung-cancer-family-mother_GCST010010_mdd-lifetime-recurrent.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042684_lung-cancer-family-mother_GCST010010_mdd-lifetime-recurrent.Rout","GCST90042684","lung-cancer-family-mother","GCST010010","mdd-lifetime-recurrent"
0,0,1029867,1029876,907187,1029876,0.0045,0.0012,0.0592,0.005,0.0032,0.001,0.1972,0.069,0.00429,"GCST90042700_breast-cancer-family-siblings_GCST90137412_squamous-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042700_breast-cancer-family-siblings_GCST90137412_squamous-carcinoma.Rout","GCST90042700","breast-cancer-family-siblings","GCST90137412","squamous-carcinoma"
0,0,1029738,1029876,1029721,1029876,0.0607,0.0078,0.3665,0.0092,0.0416,0.0034,0.279,0.0297,6.6e-21,"GCST009981_mdd-notrauma_GCST90128471-all_SCZ-PGC-2022-all.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST009981_mdd-notrauma_GCST90128471-all_SCZ-PGC-2022-all.Rout","GCST009981","mdd-notrauma","GCST90128471-all","SCZ-PGC-2022-all"
0,0,1029738,1029876,1029867,1029876,0.0101,0.001,0.0052,0.001,-5e-04,6e-04,-0.0645,0.0795,0.417,"GCST90435863_anxiety-3_GCST90043889_breast-neoplasm-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435863_anxiety-3_GCST90043889_breast-neoplasm-1.Rout","GCST90435863","anxiety-3","GCST90043889","breast-neoplasm-1"
0,0,1023434,1029876,1029099,1029876,0.113,0.008,0.1978,0.0063,0.0055,0.003,0.0367,0.0201,0.0676,"GCST90255675_crc-cancer-1_GCST90275154_mdd-sex-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255675_crc-cancer-1_GCST90275154_mdd-sex-M1.Rout","GCST90255675","crc-cancer-1","GCST90275154","mdd-sex-M1"
0,0,1008231,1029876,1029099,1029876,0.0473,0.0087,0.2976,0.0101,0.0131,0.0047,0.1101,0.0396,0.00548,"GCST002245_alzheimers-late-onset-4_GCST90275149_ADHD-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST002245_alzheimers-late-onset-4_GCST90275149_ADHD-1.Rout","GCST002245","alzheimers-late-onset-4","GCST90275149","ADHD-1"
0,0,1029867,1029876,1027244,1029876,0.0039,9e-04,0.045,0.0018,0.0025,8e-04,0.1866,0.062,0.00262,"GCST90042685_intestinal-cancer-mother_GCST90129450_migraine-disorder-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042685_intestinal-cancer-mother_GCST90129450_migraine-disorder-1.Rout","GCST90042685","intestinal-cancer-mother","GCST90129450","migraine-disorder-1"
0,0,971756,1029876,1025331,1029876,0.0227,0.0083,0.0181,0.0026,0.0095,0.0031,0.4667,0.1699,0.00601,"GCST004750_lung-cancer-squamous_GCST009315_PTSD-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004750_lung-cancer-squamous_GCST009315_PTSD-PGC-2019.Rout","GCST004750","lung-cancer-squamous","GCST009315","PTSD-PGC-2019"
