"SNP_rm_GWAS1_Nmiss","SNP_rm_GWAS2_Nmiss","SNP_RP_GWAS1_TOTAL","SNP_RP_GWAS1_PERC","SNP_RP_GWAS2_TOTAL","SNP_RP_GWAS2_PERC","h2_1","h2_1_se","h2_2","h2_2_se","gcov","gcov_se","rg","se","p","output_file","output_file_path","id_1","label_1","id_2","label_2"
0,0,1029530,1029876,1029738,1029876,0.375,0.0149,0.0169,0.0011,0.0072,0.0027,0.0907,0.0337,0.00719,"GCST003740_adenocarcinoma-barret-oesophagus_GCST90435857_mood-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003740_adenocarcinoma-barret-oesophagus_GCST90435857_mood-disorder.Rout","GCST003740","adenocarcinoma-barret-oesophagus","GCST90435857","mood-disorder"
0,0,1029867,1029876,1029867,1029876,0.0391,0.0025,0.0138,0.0011,0.0177,0.0012,0.761,0.0626,5.61e-34,"GCST90042841_anxiety-medication_GCST90042695_depression-family-sibling.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042841_anxiety-medication_GCST90042695_depression-family-sibling.Rout","GCST90042841","anxiety-medication","GCST90042695","depression-family-sibling"
0,0,1029867,1029876,1029867,1029876,0.0138,0.0011,0.0043,8e-04,0.0012,6e-04,0.1498,0.0796,0.0597,"GCST90042695_depression-family-sibling_GCST90042684_lung-cancer-family-mother.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042695_depression-family-sibling_GCST90042684_lung-cancer-family-mother.Rout","GCST90042695","depression-family-sibling","GCST90042684","lung-cancer-family-mother"
0,0,1029867,1029876,1029867,1029876,0.0073,0.001,0.023,0.0025,0.0012,9e-04,0.0911,0.0667,0.172,"GCST90042669_depression-family-father_GCST90041853_prostate-cancer-5.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042669_depression-family-father_GCST90041853_prostate-cancer-5.Rout","GCST90042669","depression-family-father","GCST90041853","prostate-cancer-5"
0,336,1029099,1029876,836400,1029876,0.281,0.0107,0.1216,0.0106,0.0205,0.0052,0.1107,0.0291,0.000146,"GCST90275149_ADHD-1_GCST90271613_partial-epilepsy-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275149_ADHD-1_GCST90271613_partial-epilepsy-1.Rout","GCST90275149","ADHD-1","GCST90271613","partial-epilepsy-1"
0,0,1029530,1029876,1029867,1029876,0.375,0.0149,0.0045,0.0012,0.0115,0.0029,0.2818,0.0767,0.000239,"GCST003740_adenocarcinoma-barret-oesophagus_GCST90042698_lung-cancer-family-sibling.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003740_adenocarcinoma-barret-oesophagus_GCST90042698_lung-cancer-family-sibling.Rout","GCST003740","adenocarcinoma-barret-oesophagus","GCST90042698","lung-cancer-family-sibling"
0,0,1029738,1029876,1029867,1029876,0.0178,0.0017,0.0113,0.001,7e-04,6e-04,0.0506,0.0404,0.211,"GCST90435600_breast-cancer-1_GCST90042672_lung-cancer-family-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435600_breast-cancer-1_GCST90042672_lung-cancer-family-father.Rout","GCST90435600","breast-cancer-1","GCST90042672","lung-cancer-family-father"
0,0,1029738,1029876,1029876,1029876,0.0169,0.001,0.0333,0.0023,-0.0036,9e-04,-0.1528,0.0394,0.000106,"GCST90435859_depression-disorder_GCST009158_uterine-fibroid-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435859_depression-disorder_GCST009158_uterine-fibroid-1.Rout","GCST90435859","depression-disorder","GCST009158","uterine-fibroid-1"
0,0,1029099,1029876,1029738,1029876,0.2492,0.0072,0.1496,0.0108,0.0374,0.0043,0.1938,0.023,3e-17,"GCST90275151_autism-sex-M1_GCST009980_mdd-trauma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275151_autism-sex-M1_GCST009980_mdd-trauma.Rout","GCST90275151","autism-sex-M1","GCST009980","mdd-trauma"
0,716,1029867,1029876,413142,1029876,0.0088,0.0013,0,0,-0.003,0.0018,-Inf,NA,NA,"GCST90042686_breast-cancer-family-mother_GCST001198_multiple-sclerosis-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042686_breast-cancer-family-mother_GCST001198_multiple-sclerosis-2.Rout","GCST90042686","breast-cancer-family-mother","GCST001198","multiple-sclerosis-2"
0,0,1029099,1029876,907187,1029876,0.1927,0.0097,0.0592,0.005,0.0055,0.0036,0.0516,0.0337,0.125,"GCST90275152_autism-1_GCST90137412_squamous-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275152_autism-1_GCST90137412_squamous-carcinoma.Rout","GCST90275152","autism-1","GCST90137412","squamous-carcinoma"
0,0,1027876,1029876,1023434,1029876,0.0279,0.007,0.113,0.008,0.0092,0.0035,0.1633,0.0642,0.0109,"GCST004692_lateral-sclerosis-2_GCST90255675_crc-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004692_lateral-sclerosis-2_GCST90255675_crc-cancer-1.Rout","GCST004692","lateral-sclerosis-2","GCST90255675","crc-cancer-1"
0,0,1029867,1029876,1029738,1029876,0.0047,0.0012,0.017,0.0016,0.0086,9e-04,0.955,0.1686,1.48e-08,"GCST90042700_breast-cancer-family-siblings_GCST90435602_breast-cancer-3.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042700_breast-cancer-family-siblings_GCST90435602_breast-cancer-3.Rout","GCST90042700","breast-cancer-family-siblings","GCST90435602","breast-cancer-3"
0,0,1006053,1029876,1029738,1029876,0.1012,0.003,0.003,0.0011,0.0028,0.0011,0.1593,0.0729,0.0289,"PGC-ADHD-2022_ADHD-PGC-2022_GCST90436510_uterine-polyp-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/PGC-ADHD-2022_ADHD-PGC-2022_GCST90436510_uterine-polyp-1.Rout","PGC-ADHD-2022","ADHD-PGC-2022","GCST90436510","uterine-polyp-1"
0,0,1027244,1029876,1029867,1029876,0.0469,0.0021,0.023,0.0025,0.0018,0.001,0.0562,0.0325,0.0838,"GCST90129443_headache-disorder-2_GCST90041853_prostate-cancer-5.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90129443_headache-disorder-2_GCST90041853_prostate-cancer-5.Rout","GCST90129443","headache-disorder-2","GCST90041853","prostate-cancer-5"
716,0,413142,1029876,1029721,1029876,0,0,0.3048,0.0126,4e-04,0.0075,Inf,NA,NA,"GCST001198_multiple-sclerosis-2_GCST90128471-females_SCZ-PGC-2022-females.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST001198_multiple-sclerosis-2_GCST90128471-females_SCZ-PGC-2022-females.Rout","GCST001198","multiple-sclerosis-2","GCST90128471-females","SCZ-PGC-2022-females"
0,0,1016803,1029876,1029867,1029876,0.0384,0.0036,0.021,0.0027,-0.0019,0.0017,-0.0674,0.0571,0.238,"GCST90027164_lateral-sclerosis-1_GCST90042844_anxiety-treatment-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90027164_lateral-sclerosis-1_GCST90042844_anxiety-treatment-2.Rout","GCST90027164","lateral-sclerosis-1","GCST90042844","anxiety-treatment-2"
0,0,1025614,1029876,1016163,1029876,0.0391,0.0032,0.0201,0.0021,0.0054,0.0016,0.1922,0.0571,0.000759,"GCST006464_endometrial-carcinoma-2_GCST90239856_uterine-leiomyoma-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST006464_endometrial-carcinoma-2_GCST90239856_uterine-leiomyoma-2.Rout","GCST006464","endometrial-carcinoma-2","GCST90239856","uterine-leiomyoma-2"
0,0,1029099,1029876,1029530,1029876,0.2452,0.0082,0.375,0.0149,0.0119,0.007,0.0393,0.0229,0.0869,"GCST90275150_autism-age-sex-M1_GCST003740_adenocarcinoma-barret-oesophagus.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275150_autism-age-sex-M1_GCST003740_adenocarcinoma-barret-oesophagus.Rout","GCST90275150","autism-age-sex-M1","GCST003740","adenocarcinoma-barret-oesophagus"
0,0,1029867,1029876,1029867,1029876,0.0043,8e-04,0.0182,0.0015,9e-04,5e-04,0.1072,0.0606,0.0767,"GCST90042684_lung-cancer-family-mother_GCST90041830_non-epithelial-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042684_lung-cancer-family-mother_GCST90041830_non-epithelial-carcinoma.Rout","GCST90042684","lung-cancer-family-mother","GCST90041830","non-epithelial-carcinoma"
0,0,1029738,1029876,1029738,1029876,0.017,0.0016,0.0193,0.001,0.001,6e-04,0.0545,0.0326,0.0949,"GCST90435602_breast-cancer-3_GCST90435945_peripheral-cns-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435602_breast-cancer-3_GCST90435945_peripheral-cns-disorder.Rout","GCST90435602","breast-cancer-3","GCST90435945","peripheral-cns-disorder"
0,0,1025331,1029876,1029867,1029876,0.0162,0.0023,0.01,0.0011,5e-04,0.001,0.0401,0.0811,0.622,"GCST009315_PTSD-PGC-2019_GCST90043874_skin-carcinoma-face.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST009315_PTSD-PGC-2019_GCST90043874_skin-carcinoma-face.Rout","GCST009315","PTSD-PGC-2019","GCST90043874","skin-carcinoma-face"
0,0,1029867,1029876,1029867,1029876,0.0414,0.0032,0.0113,0.001,-5e-04,0.0012,-0.0243,0.0537,0.651,"GCST90044335_glaucoma_GCST90042672_lung-cancer-family-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90044335_glaucoma_GCST90042672_lung-cancer-family-father.Rout","GCST90044335","glaucoma","GCST90042672","lung-cancer-family-father"
0,5,1029867,1029876,134012,1029876,0.0147,0.0012,0,0,-0.0016,0.0018,-Inf,NA,NA,"GCST90042695_depression-family-sibling_GCST012431_parkinsons-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042695_depression-family-sibling_GCST012431_parkinsons-1.Rout","GCST90042695","depression-family-sibling","GCST012431","parkinsons-1"
0,0,1029867,1029876,1029721,1029876,0.021,0.0027,0.3665,0.0092,0.0364,0.0025,0.4142,0.0389,1.71e-26,"GCST90042844_anxiety-treatment-2_GCST90128471-all_SCZ-PGC-2022-all.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042844_anxiety-treatment-2_GCST90128471-all_SCZ-PGC-2022-all.Rout","GCST90042844","anxiety-treatment-2","GCST90128471-all","SCZ-PGC-2022-all"
0,0,972817,1029876,1029099,1029876,0.032,0.0079,0.1589,0.0106,0.0229,0.0047,0.3205,0.0795,5.55e-05,"GCST004744_adenocarcinoma-lung_GCST90275158_schizophrenia-M1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST004744_adenocarcinoma-lung_GCST90275158_schizophrenia-M1.Rout","GCST004744","adenocarcinoma-lung","GCST90275158","schizophrenia-M1"
0,0,1029738,1029876,907187,1029876,0.0795,0.0049,0.0437,0.006,-0.0045,0.0019,-0.0771,0.0314,0.014,"GCST009979_mdd-1_GCST90137411_bcc-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST009979_mdd-1_GCST90137411_bcc-2.Rout","GCST009979","mdd-1","GCST90137411","bcc-2"
1894,0,1027561,1029876,1029738,1029876,0.0084,0.0017,0.0161,0.0012,0.0036,0.0011,0.3054,0.1026,0.00291,"GCST90011816_cervical-cancer-2_GCST90435857_mood-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90011816_cervical-cancer-2_GCST90435857_mood-disorder.Rout","GCST90011816","cervical-cancer-2","GCST90435857","mood-disorder"
0,0,1029099,1029876,1029770,1029876,0.2628,0.0079,0.0126,9e-04,4e-04,0.0017,0.0061,0.0289,0.833,"GCST90275152_autism-1_GCST90320057_renal-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275152_autism-1_GCST90320057_renal-carcinoma.Rout","GCST90275152","autism-1","GCST90320057","renal-carcinoma"
0,0,1027244,1029876,1029867,1029876,0.012,9e-04,0.0073,0.001,0.0069,6e-04,0.7352,0.0882,7.96e-17,"GCST90225528_anxiety-any_GCST90042669_depression-family-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225528_anxiety-any_GCST90042669_depression-family-father.Rout","GCST90225528","anxiety-any","GCST90042669","depression-family-father"
0,0,1027244,1029876,1029867,1029876,0.0102,9e-04,0.0086,0.0014,0.0011,8e-04,0.1156,0.0878,0.188,"GCST90225527_anxiety-2_GCST90042872_uterine-fibroid-leiomyoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90225527_anxiety-2_GCST90042872_uterine-fibroid-leiomyoma.Rout","GCST90225527","anxiety-2","GCST90042872","uterine-fibroid-leiomyoma"
2985,0,1025955,1029876,1029867,1029876,0.0213,0.004,0.0414,0.004,-2e-04,0.002,-0.0052,0.0672,0.939,"GCST90011804_breast-carcinoma-1_GCST90044335_glaucoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90011804_breast-carcinoma-1_GCST90044335_glaucoma.Rout","GCST90011804","breast-carcinoma-1","GCST90044335","glaucoma"
0,0,1008231,1029876,1029867,1029876,0.0473,0.0087,0.0081,0.0011,-0.0022,0.0018,-0.1125,0.0937,0.23,"GCST002245_alzheimers-late-onset-4_GCST90042670_prostate-cancer-father.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST002245_alzheimers-late-onset-4_GCST90042670_prostate-cancer-father.Rout","GCST002245","alzheimers-late-onset-4","GCST90042670","prostate-cancer-father"
0,0,1029867,1029876,1027982,1029876,0.0138,0.0011,0.0763,0.0045,0.0291,0.0016,0.8962,0.0718,8.95e-36,"GCST90042695_depression-family-sibling_GCST010010_mdd-lifetime-recurrent.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042695_depression-family-sibling_GCST010010_mdd-lifetime-recurrent.Rout","GCST90042695","depression-family-sibling","GCST010010","mdd-lifetime-recurrent"
0,0,1023323,1029876,1029867,1029876,0.1108,0.0081,0.0414,0.0032,-0.0016,0.0017,-0.0229,0.0243,0.346,"GCST90255676_crc-cancer-2_GCST90044335_glaucoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255676_crc-cancer-2_GCST90044335_glaucoma.Rout","GCST90255676","crc-cancer-2","GCST90044335","glaucoma"
0,0,1029867,1029876,1029738,1029876,0.0052,0.001,0.0201,0.002,0.0018,6e-04,0.1725,0.0576,0.00274,"GCST90043889_breast-neoplasm-1_GCST90435594_skin-cancer.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90043889_breast-neoplasm-1_GCST90435594_skin-cancer.Rout","GCST90043889","breast-neoplasm-1","GCST90435594","skin-cancer"
0,0,1023434,1029876,1027982,1029876,0.113,0.008,0.076,0.0052,0.0059,0.0028,0.0639,0.0298,0.0317,"GCST90255675_crc-cancer-1_GCST010009_mdd-lifetime-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90255675_crc-cancer-1_GCST010009_mdd-lifetime-1.Rout","GCST90255675","crc-cancer-1","GCST010009","mdd-lifetime-1"
0,0,1027244,1029876,1029867,1029876,0.0469,0.0021,0.0045,0.0012,0.0013,9e-04,0.0929,0.0632,0.142,"GCST90129443_headache-disorder-2_GCST90042698_lung-cancer-family-sibling.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90129443_headache-disorder-2_GCST90042698_lung-cancer-family-sibling.Rout","GCST90129443","headache-disorder-2","GCST90042698","lung-cancer-family-sibling"
1894,0,1027561,1029876,1023434,1029876,0.0084,0.0017,0.1036,0.0085,0.004,0.0017,0.1361,0.0586,0.0202,"GCST90011816_cervical-cancer-2_GCST90255675_crc-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90011816_cervical-cancer-2_GCST90255675_crc-cancer-1.Rout","GCST90011816","cervical-cancer-2","GCST90255675","crc-cancer-1"
0,0,1028643,1029876,1029738,1029876,0.0641,0.0021,0.0207,0.0018,8e-04,7e-04,0.0209,0.0199,0.294,"GCST005902_depression-broad_GCST90435597_skin-neoplasm.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST005902_depression-broad_GCST90435597_skin-neoplasm.Rout","GCST005902","depression-broad","GCST90435597","skin-neoplasm"
0,1894,1029738,1029876,1027561,1029876,0.0147,0.0019,0.0084,0.0017,0.0034,8e-04,0.3027,0.081,0.000186,"GCST90435601_breast-cancer-2_GCST90011816_cervical-cancer-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435601_breast-cancer-2_GCST90011816_cervical-cancer-2.Rout","GCST90435601","breast-cancer-2","GCST90011816","cervical-cancer-2"
0,0,1029867,1029876,1029770,1029876,0.0228,0.0038,0.0126,9e-04,0.0016,0.0011,0.096,0.0637,0.132,"GCST90042786_depression-trauma_GCST90320057_renal-carcinoma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042786_depression-trauma_GCST90320057_renal-carcinoma.Rout","GCST90042786","depression-trauma","GCST90320057","renal-carcinoma"
0,0,1028643,1029876,1025331,1029876,0.0641,0.0021,0.0162,0.0023,0.0249,0.0015,0.7719,0.0828,1.09e-20,"GCST005902_depression-broad_GCST009315_PTSD-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST005902_depression-broad_GCST009315_PTSD-PGC-2019.Rout","GCST005902","depression-broad","GCST009315","PTSD-PGC-2019"
0,0,1029099,1029876,1029738,1029876,0.3623,0.0093,0.0178,0.0017,0.0018,0.002,0.022,0.0252,0.382,"GCST90275148_ADHD-sex-M1_GCST90435600_breast-cancer-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275148_ADHD-sex-M1_GCST90435600_breast-cancer-1.Rout","GCST90275148","ADHD-sex-M1","GCST90435600","breast-cancer-1"
0,0,1029738,1029876,1027244,1029876,0.0178,0.0017,0.045,0.0018,0.0022,0.0011,0.0792,0.0416,0.0567,"GCST90435601_breast-cancer-2_GCST90129450_migraine-disorder-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435601_breast-cancer-2_GCST90129450_migraine-disorder-1.Rout","GCST90435601","breast-cancer-2","GCST90129450","migraine-disorder-1"
0,0,1029867,1029876,1029738,1029876,0.0115,0.0014,0.008,9e-04,0.0013,6e-04,0.1392,0.058,0.0164,"GCST90041886_breast-carcinoma-2_GCST90435919_headache-disorder-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90041886_breast-carcinoma-2_GCST90435919_headache-disorder-1.Rout","GCST90041886","breast-carcinoma-2","GCST90435919","headache-disorder-1"
0,0,1029738,1029876,1027179,1029876,0.0938,0.0043,0.0342,0.0025,-0.0045,0.0018,-0.0796,0.0319,0.0127,"GCST009979_mdd-1_GCST90013410_bcc-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST009979_mdd-1_GCST90013410_bcc-1.Rout","GCST009979","mdd-1","GCST90013410","bcc-1"
0,0,1029867,1029876,1029721,1029876,0.0047,0.0012,0.2969,0.0089,-4e-04,0.0024,-0.0095,0.0637,0.882,"GCST90042700_breast-cancer-family-siblings_GCST90128471-females_SCZ-PGC-2022-females.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042700_breast-cancer-family-siblings_GCST90128471-females_SCZ-PGC-2022-females.Rout","GCST90042700","breast-cancer-family-siblings","GCST90128471-females","SCZ-PGC-2022-females"
0,0,1029867,1029876,1029721,1029876,0.0085,0.001,0.2969,0.0089,-0.0024,0.002,-0.0479,0.0408,0.241,"GCST90042686_breast-cancer-family-mother_GCST90128471-females_SCZ-PGC-2022-females.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042686_breast-cancer-family-mother_GCST90128471-females_SCZ-PGC-2022-females.Rout","GCST90042686","breast-cancer-family-mother","GCST90128471-females","SCZ-PGC-2022-females"
0,0,1029867,1029876,1029335,1029876,0.0049,0.0012,0,0,0.0032,0.0014,Inf,NA,NA,"GCST90042698_lung-cancer-family-sibling_GCST90428117_prostate-cancer.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042698_lung-cancer-family-sibling_GCST90428117_prostate-cancer.Rout","GCST90042698","lung-cancer-family-sibling","GCST90428117","prostate-cancer"
0,0,1029099,1029876,1029738,1029876,0.3631,0.0098,0.0065,9e-04,0.0152,0.0023,0.3117,0.0521,2.28e-09,"GCST90275147_ADHD-age-sex-M1_GCST90436787_musculoskeletal-disorder.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275147_ADHD-age-sex-M1_GCST90436787_musculoskeletal-disorder.Rout","GCST90275147","ADHD-age-sex-M1","GCST90436787","musculoskeletal-disorder"
0,0,1029099,1029876,1029738,1029876,0.2452,0.0082,0.017,0.0016,-0.0018,0.0024,-0.028,0.0365,0.444,"GCST90275150_autism-age-sex-M1_GCST90435602_breast-cancer-3.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90275150_autism-age-sex-M1_GCST90435602_breast-cancer-3.Rout","GCST90275150","autism-age-sex-M1","GCST90435602","breast-cancer-3"
0,0,1029867,1029876,1029721,1029876,0.0311,0.0022,0.3665,0.0092,0.0456,0.0028,0.4267,0.0332,8.66e-38,"GCST90042843_anxiety-treatment-1_GCST90128471-all_SCZ-PGC-2022-all.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042843_anxiety-treatment-1_GCST90128471-all_SCZ-PGC-2022-all.Rout","GCST90042843","anxiety-treatment-1","GCST90128471-all","SCZ-PGC-2022-all"
0,0,1029738,1029876,1029876,1029876,0.0193,0.001,0.0333,0.0023,-0.003,0.001,-0.1181,0.0387,0.00229,"GCST90435945_peripheral-cns-disorder_GCST009158_uterine-fibroid-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435945_peripheral-cns-disorder_GCST009158_uterine-fibroid-1.Rout","GCST90435945","peripheral-cns-disorder","GCST009158","uterine-fibroid-1"
0,0,1016803,1029876,1029867,1029876,0.0384,0.0036,0.01,0.0011,0.001,0.001,0.0497,0.0535,0.352,"GCST90027164_lateral-sclerosis-1_GCST90043874_skin-carcinoma-face.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90027164_lateral-sclerosis-1_GCST90043874_skin-carcinoma-face.Rout","GCST90027164","lateral-sclerosis-1","GCST90043874","skin-carcinoma-face"
0,0,1029867,1029876,1027810,1029876,0.0418,0.0038,0.2293,0.0253,0.0099,0.0049,0.1016,0.0525,0.0528,"GCST90044335_glaucoma_GCST007277_TS-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90044335_glaucoma_GCST007277_TS-PGC-2019.Rout","GCST90044335","glaucoma","GCST007277","TS-PGC-2019"
0,0,1029720,1029876,1029738,1029876,0.0696,0.0021,0.1496,0.0108,0.03,0.0037,0.2938,0.0384,1.99e-14,"PGC-BIP-2021_BIP-PGC-2021_GCST009980_mdd-trauma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/PGC-BIP-2021_BIP-PGC-2021_GCST009980_mdd-trauma.Rout","PGC-BIP-2021","BIP-PGC-2021","GCST009980","mdd-trauma"
0,0,1029867,1029876,1029721,1029876,0.0414,0.0032,0.2969,0.0089,-0.0056,0.0035,-0.0502,0.0315,0.112,"GCST90044335_glaucoma_GCST90128471-females_SCZ-PGC-2022-females.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90044335_glaucoma_GCST90128471-females_SCZ-PGC-2022-females.Rout","GCST90044335","glaucoma","GCST90128471-females","SCZ-PGC-2022-females"
716,0,413142,1029876,907187,1029876,0,0,0.0437,0.006,0.002,0.0023,Inf,NA,NA,"GCST001198_multiple-sclerosis-2_GCST90137411_bcc-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST001198_multiple-sclerosis-2_GCST90137411_bcc-2.Rout","GCST001198","multiple-sclerosis-2","GCST90137411","bcc-2"
0,0,1029867,1029876,1023323,1029876,0.0391,0.0025,0.1108,0.0081,0.0011,0.0019,0.0161,0.0281,0.567,"GCST90042841_anxiety-medication_GCST90255676_crc-cancer-2.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042841_anxiety-medication_GCST90255676_crc-cancer-2.Rout","GCST90042841","anxiety-medication","GCST90255676","crc-cancer-2"
0,0,1029035,1029876,1029738,1029876,0.0339,0.0024,0.0185,0.0021,-2e-04,0.0011,-0.0061,0.0455,0.894,"GCST003769_depression-symp","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST003769_depression-symptoms_GCST90435597_skin-neoplasm.Rout","GCST003769","depression-symptoms","GCST90435597","skin-neoplasm"
0,0,1029738,1029876,1029738,1029876,0.0169,0.001,0.1496,0.0108,0.0324,0.003,0.6443,0.0708,9.52e-20,"GCST90435859_depression-disorder_GCST009980_mdd-trauma.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435859_depression-disorder_GCST009980_mdd-trauma.Rout","GCST90435859","depression-disorder","GCST009980","mdd-trauma"
0,0,1008231,1029876,971756,1029876,0.0366,0.0143,0.0227,0.0083,0.0107,0.0052,0.3729,0.2224,0.0937,"GCST002245_alzheimers-late-onset-4_GCST004750_lung-cancer-squamous.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST002245_alzheimers-late-onset-4_GCST004750_lung-cancer-squamous.Rout","GCST002245","alzheimers-late-onset-4","GCST004750","lung-cancer-squamous"
0,1967,1029335,1029876,1027488,1029876,0,0,0.0052,0.0012,0.001,0.0011,Inf,NA,NA,"GCST90428116_breast-cancer-4_GCST90011809_melanoma-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90428116_breast-cancer-4_GCST90011809_melanoma-1.Rout","GCST90428116","breast-cancer-4","GCST90011809","melanoma-1"
0,0,1029867,1029876,1009763,1029876,0.021,0.0027,1,0,0.0584,0.0047,0.4023,0.041,1.03e-22,"GCST90042844_anxiety-treatment-2_GCST006803_SCZ-PGC-2018.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042844_anxiety-treatment-2_GCST006803_SCZ-PGC-2018.Rout","GCST90042844","anxiety-treatment-2","GCST006803","SCZ-PGC-2018"
0,0,1029867,1029876,1025614,1029876,0.0239,0.006,0.0723,0.0078,-0.0054,0.0036,-0.1294,0.0858,0.132,"GCST90042778_anxiety-1_GCST006465_endometrial-carcinoma-1.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90042778_anxiety-1_GCST006465_endometrial-carcinoma-1.Rout","GCST90042778","anxiety-1","GCST006465","endometrial-carcinoma-1"
0,0,1029738,1029876,1025340,1029876,0.0169,0.0011,0.4231,0.0115,0.0286,0.0021,0.3375,0.0251,3.52e-41,"GCST90435857_mood-disorder_GCST009337_SCZ-PGC-2019.Rout","/gpfs/projects/bsc02/mflores/gencor/Results/HDL/GCST90435857_mood-disorder_GCST009337_SCZ-PGC-2019.Rout","GCST90435857","mood-disorder","GCST009337","SCZ-PGC-2019"
