id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
GCST90042695,depression-family-sibling,GCST004744,adenocarcinoma-lung,-0.0314,0.0786,-0.399,0.6899,0.0639,0.0111,1.042,0.0088,0.002,0.0048
GCST90255675,crc-cancer-1,GCST90044335,glaucoma,-0.0249,0.0518,-0.48,0.6312,0.0323,0.004,1.0399,0.008,0.006,0.0062
GCST009337,SCZ-PGC-2019,GCST90435666,uterine-benign-neoplasm,-0.042,0.0536,-0.7844,0.4328,0.011,0.0023,1.0207,0.0072,0.0042,0.0056
GCST90041886,breast-carcinoma-2,GCST90435926,epilepsy-1,-0.1039,0.196,-0.5302,0.596,0.0021,0.001,1.0063,0.0069,0.0129,0.0053
GCST90042684,lung-cancer-family-mother,GCST009315,PTSD-PGC-2019,0.2269,0.1783,1.2729,0.2031,0.0154,0.0027,1.0255,0.007,0.0118,0.005
GCST90128471-all,SCZ-PGC-2022-all,GCST90128471-females,SCZ-PGC-2022-females,1.0113,0.011,91.9349,0.0,0.2809,0.0195,1.0879,0.0125,0.7272,0.0141
GCST90011809,melanoma-1,GCST90436787,musculoskeletal-disorder,-0.0172,0.1243,-0.1382,0.89,0.0051,0.0013,0.9954,0.0071,-0.0038,0.0048
PGC-BIP-2021,BIP-PGC-2021,GCST90428117,prostate-cancer,0.1027,0.0533,1.9282,0.0538,0.0284,0.0048,1.0572,0.0136,-0.0082,0.0073
GCST002245,alzheimers-late-onset-4,GCST90042699,intestinal-cancer-sibling,-0.1364,0.1903,-0.7167,0.4736,0.0024,0.0011,1.0105,0.0064,0.0081,0.0046
GCST003566,multiple-sclerosis-1,GCST90042696,prostate-cancer-sibling,0.2667,0.2624,1.0164,0.3094,0.0014,0.0011,1.0032,0.0065,-0.0055,0.0047
GCST001241,BIP-PGC-2011,GCST004749,lung-carcinoma-smokers,-0.0376,0.0888,-0.4233,0.6721,0.1139,0.0339,1.0402,0.014,0.0108,0.0075
GCST004748,lung-carcinoma-1,GCST90275153,mdd-age-sex-M1,0.2398,0.0685,3.5007,0.0005,0.1084,0.0088,1.0212,0.0071,-0.0028,0.006
GCST90129443,headache-disorder-2,GCST90275153,mdd-age-sex-M1,0.291,0.048,6.0617,1.3471e-09,0.1095,0.0093,1.0189,0.0078,0.0146,0.0063
GCST004692,lateral-sclerosis-2,GCST009315,PTSD-PGC-2019,0.0482,0.1717,0.2807,0.7789,0.0152,0.0027,1.0253,0.007,0.0125,0.005
GCST90435663,skin-benign-neoplasm,GCST90042872,uterine-fibroid-leiomyoma,0.3535,0.1982,1.7839,0.0744,0.0072,0.0018,1.0147,0.0067,0.0103,0.0047
GCST90128471-all,SCZ-PGC-2022-all,GCST006803,SCZ-PGC-2018,1.0388,0.0048,214.7827,0.0,1.1127,0.0551,1.1682,0.018,0.8619,0.0182
GCST009980,mdd-trauma,GCST90041853,prostate-cancer-5,-0.0755,0.115,-0.6567,0.5114,0.0179,0.0029,1.0302,0.0107,0.0022,0.005
GCST90042784,depression-postpartum,GCST90275154,mdd-sex-M1,0.0769,0.1928,0.3988,0.6901,0.1196,0.0092,1.0293,0.0081,0.0044,0.0048
GCST90275150,autism-age-sex-M1,GCST90275154,mdd-sex-M1,0.6269,0.0435,14.4084,4.5849e-47,0.1187,0.0091,1.0272,0.0075,0.3919,0.006
GCST002245,alzheimers-late-onset-4,GCST90435864,anxiety-4,0.0791,0.1203,0.6578,0.5107,0.007,0.0012,1.0121,0.0073,0.0023,0.0054
GCST90225529,anxiety-others,GCST90011808,prostate-cancer-3,0.0362,0.0675,0.5366,0.5915,0.0331,0.0046,1.0563,0.0199,0.0051,0.0055
GCST90225529,anxiety-others,GCST009980,mdd-trauma,0.724,0.1168,6.1995,5.6649e-10,0.1009,0.0175,1.004,0.0071,0.0285,0.0048
PGC-BIP-2021,BIP-PGC-2021,GCST005902,depression-broad,0.4122,0.0316,13.0389,7.3465e-39,0.0562,0.0032,1.047,0.0115,0.0409,0.0087
GCST90041833,breast-neoplasm-2,GCST004748,lung-carcinoma-1,0.0987,0.0719,1.3723,0.17,0.0841,0.0167,1.0496,0.0119,0.002,0.0049
GCST90225528,anxiety-any,GCST009981,mdd-notrauma,0.6858,0.1646,4.1669,3.0877e-05,0.0321,0.0093,1.0148,0.0065,0.0395,0.0057
GCST90275151,autism-sex-M1,GCST004744,adenocarcinoma-lung,0.0752,0.0652,1.153,0.2489,0.0635,0.0108,1.0421,0.0088,-0.0124,0.0055
GCST003740,adenocarcinoma-barret-oesophagus,GCST90137412,squamous-carcinoma,0.1473,0.051,2.8874,0.0039,0.0958,0.0109,0.7885,0.0191,0.0078,0.0065
GCST90275150,autism-age-sex-M1,GCST90255675,crc-cancer-1,0.0497,0.0406,1.2249,0.2206,0.0886,0.0089,1.1716,0.0214,-0.0033,0.006
GCST003740,adenocarcinoma-barret-oesophagus,GCST009158,uterine-fibroid-1,-0.0813,0.0598,-1.3593,0.174,0.0203,0.0028,0.9851,0.0085,-0.0032,0.0045
GCST90012878,alzheimers-disease-family-history,GCST90428116,breast-cancer-4,-0.0668,0.1017,-0.6565,0.5115,0.0219,0.0036,1.0315,0.0089,-0.0035,0.0054
GCST90011816,cervical-cancer-2,GCST90435926,epilepsy-1,0.2831,0.2487,1.1384,0.255,0.002,0.0011,1.0073,0.0071,0.0014,0.0046
GCST90271613,partial-epilepsy-1,GCST90042685,intestinal-cancer-mother,-0.1847,0.2188,-0.8443,0.3985,0.0031,0.0012,1.0109,0.008,-0.0027,0.0064
GCST90042844,anxiety-treatment-2,GCST004750,lung-cancer-squamous,-0.2421,0.1396,-1.7342,0.0829,0.0557,0.0151,1.0385,0.0096,-0.0016,0.0058
GCST004744,adenocarcinoma-lung,GCST90320057,renal-carcinoma,0.3431,0.0676,5.0785,3.8052e-07,0.0134,0.0012,0.9889,0.0117,0.0431,0.0056
GCST90275147,ADHD-age-sex-M1,GCST90042786,depression-trauma,0.2328,0.0863,2.6977,0.007,0.0199,0.0054,1.0131,0.0071,0.0008,0.0055
GCST90128471-females,SCZ-PGC-2022-females,GCST90041830,non-epithelial-carcinoma,-0.0152,0.04,-0.3798,0.7041,0.0173,0.0027,1.0256,0.0134,-8.7127e-05,0.0062
GCST90042686,breast-cancer-family-mother,GCST90435631,lymph-node-malignant-neoplasm,0.7676,0.1767,4.3434,1.4029e-05,0.0046,0.0011,0.9969,0.0063,0.0104,0.0055
GCST003740,adenocarcinoma-barret-oesophagus,GCST009315,PTSD-PGC-2019,0.1204,0.0926,1.2998,0.1937,0.0151,0.0027,1.0262,0.0068,0.0031,0.0049
GCST90435631,lymph-node-malignant-neoplasm,GCST90239856,uterine-leiomyoma-2,0.114,0.0904,1.2612,0.2072,0.0252,0.0027,1.0288,0.0124,0.0015,0.0049
GCST90275154,mdd-sex-M1,GCST90041853,prostate-cancer-5,0.0716,0.072,0.9954,0.3195,0.0178,0.0029,1.0303,0.0108,-0.0025,0.0053
GCST90011809,melanoma-1,GCST90043894,prostate-cancer-1,-0.0541,0.0996,-0.543,0.5871,0.0255,0.0036,1.0429,0.0142,0.0158,0.0056
GCST004692,lateral-sclerosis-2,GCST90041833,breast-neoplasm-2,0.0672,0.1382,0.4864,0.6267,0.0087,0.0015,1.0364,0.0095,0.0061,0.005
GCST012431,parkinsons-1,GCST90041853,prostate-cancer-5,0.2128,0.1677,1.269,0.2044,0.0193,0.0067,1.0713,0.0378,-0.0089,0.0124
GCST90225529,anxiety-others,GCST90435601,breast-cancer-2,0.0399,0.0756,0.5275,0.5978,0.0212,0.0032,1.0431,0.0106,0.01,0.0051
GCST90435631,lymph-node-malignant-neoplasm,GCST90436510,uterine-polyp-1,0.2109,0.2489,0.8474,0.3968,0.0047,0.0021,1.0041,0.0067,0.0027,0.0044
GCST90011804,breast-carcinoma-1,GCST90128471-females,SCZ-PGC-2022-females,0.031,0.0499,0.6209,0.5346,0.2852,0.0182,1.0848,0.0115,-0.0055,0.0069
GCST010514,autism-2,GCST90011808,prostate-cancer-3,-0.1761,0.0638,-2.758,0.0058,0.0316,0.0049,1.0598,0.0213,0.013,0.0064
GCST90435602,breast-cancer-3,GCST90042695,depression-family-sibling,0.0167,0.08,0.2089,0.8345,0.0127,0.0015,1.0177,0.008,-0.0036,0.005
GCST90435601,breast-cancer-2,GCST009981,mdd-notrauma,-0.019,0.1238,-0.1532,0.8782,0.0322,0.0092,1.0145,0.0066,0.007,0.0047
GCST90271611,epilepsy-2,GCST006803,SCZ-PGC-2018,-0.0432,0.0463,-0.9329,0.3509,1.1078,0.0565,1.1746,0.0219,0.0283,0.0098
GCST90043894,prostate-cancer-1,GCST90042872,uterine-fibroid-leiomyoma,0.0629,0.1181,0.5331,0.594,0.0072,0.0018,1.0146,0.0067,0.0007,0.005
GCST90042841,anxiety-medication,GCST90428116,breast-cancer-4,-0.0226,0.0703,-0.3217,0.7476,0.0219,0.0037,1.0318,0.009,-0.0029,0.005
GCST90042698,lung-cancer-family-sibling,GCST90013410,bcc-1,0.0699,0.0912,0.7662,0.4436,0.0316,0.0044,1.0621,0.0173,0.0089,0.0054
GCST90275152,autism-1,GCST004744,adenocarcinoma-lung,0.0722,0.0639,1.13,0.2585,0.0635,0.0108,1.0421,0.0088,-0.0126,0.0056
GCST90435864,anxiety-4,GCST90320057,renal-carcinoma,0.1765,0.072,2.45,0.0143,0.013,0.0012,0.9904,0.0115,0.012,0.0051
PGC-ADHD-2022,ADHD-PGC-2022,GCST009979,mdd-1,0.454,0.0438,10.3755,3.2047e-25,0.0781,0.0061,1.0184,0.0082,0.0207,0.0067
GCST90012878,alzheimers-disease-family-history,GCST90042682,depression-family-mother,0.0758,0.1018,0.7444,0.4566,0.0088,0.0013,1.0208,0.0078,0.0308,0.0051
GCST90042841,anxiety-medication,GCST009979,mdd-1,0.8193,0.0466,17.5865,3.1234e-69,0.078,0.0059,1.0181,0.0076,0.3483,0.0062
GCST90271619,partial-epilepsy-2,GCST90271619,partial-epilepsy-2,1.0,4.3591e-08,2.2940e+07,0.0,0.0467,0.0109,1.0246,0.0085,1.0246,0.0085
GCST90435863,anxiety-3,GCST006803,SCZ-PGC-2018,0.3909,0.0464,8.4278,3.5219e-17,1.1978,0.049,1.1163,0.0142,0.0121,0.0059
GCST90042786,depression-trauma,GCST012431,parkinsons-1,0.1148,0.2573,0.4462,0.6555,0.403,0.108,1.0102,0.0193,0.0074,0.0128
GCST90435602,breast-cancer-3,GCST90435859,depression-disorder,0.0648,0.0701,0.9252,0.3549,0.0161,0.0014,0.9989,0.0065,0.0146,0.0049
GCST006803,SCZ-PGC-2018,GCST90137412,squamous-carcinoma,0.0235,0.0237,0.9947,0.3199,0.0935,0.0118,0.7912,0.0187,0.0088,0.0065
GCST90275152,autism-1,GCST90255675,crc-cancer-1,0.0372,0.0382,0.9739,0.3301,0.0886,0.0089,1.1716,0.0214,-0.0045,0.006
GCST90435863,anxiety-3,GCST90275150,autism-age-sex-M1,0.3357,0.0682,4.92,8.6563e-07,0.1435,0.0118,1.0339,0.008,0.0056,0.0049
GCST005902,depression-broad,GCST90042872,uterine-fibroid-leiomyoma,0.1236,0.0738,1.6763,0.0937,0.0072,0.0018,1.0144,0.0066,0.0108,0.0053
GCST009980,mdd-trauma,GCST90436787,musculoskeletal-disorder,0.1193,0.1373,0.8691,0.3848,0.005,0.0014,0.9958,0.0078,0.0145,0.0048
GCST90255675,crc-cancer-1,GCST90275154,mdd-sex-M1,0.0844,0.0382,2.2088,0.0272,0.119,0.0093,1.027,0.0076,-0.0034,0.006
GCST90275147,ADHD-age-sex-M1,GCST90042700,breast-cancer-family-siblings,0.1495,0.0968,1.545,0.1223,0.0042,0.0012,1.0089,0.0067,0.004,0.006
GCST90435601,breast-cancer-2,GCST003769,depression-symptoms,0.1212,0.0635,1.9086,0.0563,0.0384,0.0033,1.0158,0.0073,-0.0005,0.0051
GCST90042860,crc-benign-neoplasm,GCST90320057,renal-carcinoma,0.1841,0.0651,2.8277,0.0047,0.0128,0.0012,0.9935,0.0121,0.0174,0.0058
GCST90011804,breast-carcinoma-1,GCST009980,mdd-trauma,0.097,0.0856,1.1323,0.2575,0.1071,0.0172,1.0013,0.0069,-0.0005,0.0054
GCST90042784,depression-postpartum,GCST90399736,thyroid-cancer,-0.168,0.246,-0.6829,0.4947,0.0033,0.001,1.0092,0.0079,0.0028,0.0048
GCST90275152,autism-1,GCST90399736,thyroid-cancer,-0.0754,0.0688,-1.0953,0.2734,0.0033,0.001,1.0072,0.0077,0.0079,0.0056
GCST90435600,breast-cancer-1,GCST90043894,prostate-cancer-1,0.0607,0.0761,0.7969,0.4255,0.0254,0.0035,1.0433,0.014,0.0066,0.0052
GCST90044335,glaucoma,GCST90011808,prostate-cancer-3,0.1379,0.0714,1.9306,0.0535,0.0333,0.0046,1.0555,0.0197,-0.0048,0.0057
GCST90255676,crc-cancer-2,GCST009315,PTSD-PGC-2019,0.1678,0.0652,2.5721,0.0101,0.0154,0.0028,1.0249,0.0069,-0.0005,0.0058
GCST90435631,lymph-node-malignant-neoplasm,GCST009980,mdd-trauma,0.0329,0.1383,0.2381,0.8118,0.1098,0.0166,0.9998,0.0066,-0.0051,0.0045
GCST90042669,depression-family-father,GCST90275158,schizophrenia-M1,0.4288,0.0952,4.5037,6.6792e-06,0.1264,0.0132,1.0382,0.0087,0.0039,0.0055
GCST003740,adenocarcinoma-barret-oesophagus,GCST90436510,uterine-polyp-1,0.0524,0.1592,0.329,0.7421,0.0047,0.0021,1.0037,0.0066,0.0026,0.0049
GCST90044335,glaucoma,GCST90042696,prostate-cancer-sibling,0.2311,0.2176,1.0624,0.288,0.0015,0.0011,1.0023,0.0063,-0.0042,0.005
GCST90428118,crc-cancer-3,GCST90011808,prostate-cancer-3,-0.0196,0.1115,-0.176,0.8603,0.0312,0.0042,1.0518,0.0138,0.0422,0.0058
GCST004749,lung-carcinoma-smokers,GCST90275158,schizophrenia-M1,0.3162,0.09,3.5115,0.0004,0.1276,0.0122,1.0386,0.0082,-0.0044,0.0058
GCST90435631,lymph-node-malignant-neoplasm,GCST90435631,lymph-node-malignant-neoplasm,1.0001,4.1407e-05,24152.2648,0.0,0.0043,0.0011,0.9983,0.0066,0.9983,0.0066
GCST90271619,partial-epilepsy-2,GCST90275155,mdd-5,0.0081,0.0994,0.0819,0.9347,0.1141,0.0111,1.0396,0.0105,-0.0024,0.0068
GCST009979,mdd-1,GCST005903,mdd-2,0.6966,0.0613,11.3662,6.1593e-30,0.0172,0.0021,1.0017,0.0068,0.0792,0.0048
GCST90435600,breast-cancer-1,GCST90435945,peripheral-cns-disorder,0.0845,0.0683,1.2377,0.2158,0.017,0.0015,1.0207,0.0077,0.0019,0.005
GCST90012878,alzheimers-disease-family-history,GCST90275158,schizophrenia-M1,-0.2543,0.0755,-3.3672,0.0008,0.1273,0.0132,1.0374,0.0088,0.0065,0.005
GCST004749,lung-carcinoma-smokers,GCST90043874,skin-carcinoma-face,0.1904,0.0969,1.9644,0.0495,0.0083,0.0014,1.0227,0.0077,0.0042,0.0061
GCST90275148,ADHD-sex-M1,GCST90435600,breast-cancer-1,0.0871,0.05,1.7425,0.0814,0.0115,0.0018,1.0401,0.0098,-0.0081,0.0056
GCST90275149,ADHD-1,GCST90275156,schizo-age-sex-M1,0.5972,0.0372,16.0551,5.2675e-58,0.1165,0.0119,1.0283,0.0077,0.3499,0.0063
GCST90275156,schizo-age-sex-M1,GCST006803,SCZ-PGC-2018,0.5424,0.0386,14.0668,6.0727e-45,1.1991,0.049,1.1165,0.0142,0.0314,0.0059
GCST90275153,mdd-age-sex-M1,GCST90275157,schizo-sex-M1,0.856,0.0397,21.552,5.0672e-103,0.1283,0.0125,1.0358,0.0084,0.4235,0.0053
PGC-BIP-2021,BIP-PGC-2021,GCST90011809,melanoma-1,-0.1434,0.0604,-2.3737,0.0176,0.0089,0.0022,1.0027,0.0095,0.0108,0.0071
GCST90042784,depression-postpartum,GCST004744,adenocarcinoma-lung,0.0431,0.2577,0.1672,0.8672,0.0653,0.0112,1.0403,0.009,0.0052,0.0053
GCST90275153,mdd-age-sex-M1,GCST006803,SCZ-PGC-2018,0.363,0.033,10.9977,3.9210e-28,1.1989,0.049,1.1166,0.0141,0.0082,0.0059
GCST90271612,generalised-epilepsy,GCST90042698,lung-cancer-family-sibling,0.1776,0.1069,1.6616,0.0966,0.0043,0.0015,1.0067,0.0086,-0.0029,0.0067
GCST90435601,breast-cancer-2,GCST90042682,depression-family-mother,0.0675,0.0933,0.7235,0.4694,0.0089,0.0013,1.0202,0.0077,-0.0025,0.0048
GCST90275147,ADHD-age-sex-M1,GCST90041886,breast-carcinoma-2,0.0267,0.0575,0.4653,0.6417,0.0079,0.0015,1.0417,0.0104,-0.0044,0.0056
GCST010514,autism-2,GCST004744,adenocarcinoma-lung,-0.0181,0.0671,-0.2704,0.7868,0.0572,0.0116,1.0508,0.0088,-0.0057,0.0052
GCST004750,lung-cancer-squamous,GCST90435594,skin-cancer,0.2693,0.0867,3.106,0.0019,0.0167,0.0033,1.0291,0.0143,-0.0045,0.0055
GCST90137412,squamous-carcinoma,GCST90399736,thyroid-cancer,0.0056,0.0562,0.1003,0.9201,0.0032,0.0008,1.0078,0.009,0.0015,0.006
GCST90042700,breast-cancer-family-siblings,GCST90275157,schizo-sex-M1,0.2093,0.1138,1.8392,0.0659,0.126,0.0132,1.0383,0.0087,0.0015,0.0052
GCST90042673,intestinal-cancer-father,GCST90275157,schizo-sex-M1,-0.0816,0.1759,-0.464,0.6427,0.126,0.0132,1.0382,0.0087,0.0141,0.0054
GCST90012878,alzheimers-disease-family-history,GCST90042695,depression-family-sibling,0.1758,0.0909,1.9335,0.0532,0.0127,0.0015,1.0174,0.0082,0.0234,0.005
GCST90428117,prostate-cancer,GCST90137412,squamous-carcinoma,0.0887,0.0444,1.996,0.0459,0.0908,0.0101,0.79,0.0159,0.0431,0.0054
GCST009979,mdd-1,GCST90041830,non-epithelial-carcinoma,-0.0274,0.0552,-0.4971,0.6191,0.0169,0.0027,1.028,0.0122,-0.0026,0.0055
GCST90042684,lung-cancer-family-mother,GCST90011809,melanoma-1,0.1647,0.1577,1.0446,0.2962,0.0089,0.0023,1.0031,0.0089,-0.0075,0.005
GCST90435926,epilepsy-1,GCST90435597,skin-neoplasm,-0.0633,0.1873,-0.3382,0.7352,0.0171,0.003,1.0287,0.0138,0.0107,0.0053
GCST90042844,anxiety-treatment-2,GCST90275148,ADHD-sex-M1,0.041,0.0617,0.6648,0.5062,0.2378,0.0143,1.0744,0.0097,-0.0036,0.0053
GCST90042843,anxiety-treatment-1,GCST90435602,breast-cancer-3,-0.0233,0.0822,-0.2839,0.7765,0.0192,0.0031,1.0442,0.0103,0.0073,0.0049
GCST90041886,breast-carcinoma-2,GCST90435597,skin-neoplasm,0.0369,0.0677,0.5454,0.5855,0.0175,0.0029,1.0253,0.0118,0.0155,0.005
GCST90435945,peripheral-cns-disorder,GCST90436510,uterine-polyp-1,0.2037,0.134,1.5199,0.1285,0.0047,0.0021,1.0041,0.0067,0.0111,0.0048
GCST90428116,breast-cancer-4,GCST90275155,mdd-5,-0.0969,0.0709,-1.3669,0.1717,0.1134,0.0097,1.0291,0.0083,0.0031,0.0055
GCST006465,endometrial-carcinoma-1,GCST009980,mdd-trauma,0.2191,0.1599,1.3701,0.1706,0.1044,0.0174,1.0031,0.0076,-0.007,0.0055
GCST90246357,cervical-dysplasia,GCST90042672,lung-cancer-family-father,0.0391,0.1477,0.265,0.791,0.0132,0.0018,0.9979,0.0084,0.0002,0.0042
GCST90042696,prostate-cancer-sibling,GCST90043874,skin-carcinoma-face,0.5018,0.2806,1.788,0.0738,0.0083,0.0014,1.0233,0.0079,-0.0005,0.0044
GCST003566,multiple-sclerosis-1,GCST90137412,squamous-carcinoma,0.0212,0.053,0.3993,0.6897,0.0946,0.011,0.7935,0.0207,0.0117,0.0066
GCST90275156,schizo-age-sex-M1,GCST90044453,uterine-polyp-2,-0.0071,0.1228,-0.0577,0.954,0.0054,0.0019,1.0044,0.0065,0.0032,0.0052
GCST90042841,anxiety-medication,GCST005903,mdd-2,0.731,0.0792,9.2287,2.7395e-20,0.0176,0.002,1.0,0.0071,0.0858,0.0057
GCST90435600,breast-cancer-1,GCST90042698,lung-cancer-family-sibling,0.1451,0.1383,1.0493,0.294,0.0042,0.0014,1.0094,0.0067,0.0043,0.0048
GCST90225528,anxiety-any,GCST90435666,uterine-benign-neoplasm,0.1792,0.1045,1.7145,0.0864,0.0109,0.0023,1.0206,0.0075,0.0078,0.005
GCST010009,mdd-lifetime-1,GCST001198,multiple-sclerosis-2,0.1218,0.1136,1.0722,0.2836,0.147,0.071,1.0327,0.0162,-0.0048,0.0058
GCST90435600,breast-cancer-1,GCST90041853,prostate-cancer-5,-0.0248,0.0908,-0.2731,0.7848,0.0179,0.0029,1.0302,0.0107,0.0079,0.0051
GCST90246358,cervical-cancer-1,GCST90137412,squamous-carcinoma,-0.0655,0.0384,-1.7027,0.0886,0.0959,0.0109,0.7879,0.019,0.0112,0.0042
GCST90225529,anxiety-others,GCST90042844,anxiety-treatment-2,0.3878,0.0886,4.3761,1.2083e-05,0.027,0.004,0.9989,0.0061,0.0425,0.0048
GCST90042844,anxiety-treatment-2,GCST90128471-male,SCZ-PGC-2022-males,0.3271,0.0583,5.6105,2.0176e-08,0.3834,0.0202,1.0704,0.0139,0.0097,0.007
GCST90271611,epilepsy-2,GCST90128471-all,SCZ-PGC-2022-all,-0.0908,0.0436,-2.0814,0.0374,0.3389,0.0174,1.1772,0.0241,0.037,0.0099
GCST003769,depression-symptoms,GCST90013410,bcc-1,-0.0442,0.0482,-0.9176,0.3589,0.0322,0.0046,1.0645,0.0186,-0.0031,0.0062
GCST005903,mdd-2,GCST90043874,skin-carcinoma-face,0.1551,0.088,1.7622,0.078,0.0083,0.0014,1.023,0.0079,-0.0031,0.005
GCST90255675,crc-cancer-1,GCST90128471-females,SCZ-PGC-2022-females,0.0471,0.0375,1.2542,0.2098,0.2844,0.0196,1.0844,0.0119,0.0468,0.0077
GCST90011808,prostate-cancer-3,GCST90041853,prostate-cancer-5,0.9383,0.036,26.0952,4.1353e-150,0.0177,0.0031,1.0307,0.0111,0.6847,0.0138
GCST90271613,partial-epilepsy-1,GCST90435594,skin-cancer,0.0568,0.1059,0.5365,0.5916,0.0157,0.0034,1.0331,0.0157,-0.0094,0.0072
GCST001241,BIP-PGC-2011,GCST90435919,headache-disorder-1,-0.1214,0.1012,-1.1998,0.2302,0.007,0.0012,0.9971,0.0084,0.0004,0.0066
GCST007511,alzheimers-late-onset-1,GCST004750,lung-cancer-squamous,0.2065,0.1113,1.8557,0.0635,0.0543,0.0143,1.0407,0.0091,0.0021,0.0053
GCST90042699,intestinal-cancer-sibling,GCST90042698,lung-cancer-family-sibling,0.8322,0.3414,2.4375,0.0148,0.0043,0.0014,1.0091,0.0067,0.0708,0.0046
GCST001241,BIP-PGC-2011,GCST90271612,generalised-epilepsy,-0.1483,0.0704,-2.1056,0.0352,0.2304,0.0222,1.0899,0.0141,0.0281,0.0095
GCST90275150,autism-age-sex-M1,GCST90435663,skin-benign-neoplasm,0.0212,0.1033,0.2055,0.8372,0.0039,0.0012,1.012,0.0077,0.0037,0.0058
GCST90042682,depression-family-mother,GCST90435667,uterine-leiomyoma,0.1011,0.1227,0.8238,0.4101,0.0114,0.0024,1.0212,0.0076,0.0057,0.0049
GCST90044335,glaucoma,GCST90042670,prostate-cancer-father,0.2482,0.093,2.6673,0.0076,0.0065,0.0013,1.0203,0.008,-0.0055,0.0046
GCST90225529,anxiety-others,GCST010009,mdd-lifetime-1,0.5851,0.0817,7.1605,8.0373e-13,0.0695,0.0085,1.0222,0.0081,0.0697,0.0053
GCST009315,PTSD-PGC-2019,GCST90399736,thyroid-cancer,0.0684,0.1094,0.6246,0.5322,0.0033,0.001,1.0074,0.0079,0.0073,0.005
GCST90435926,epilepsy-1,GCST009981,mdd-notrauma,0.4681,0.3455,1.3548,0.1755,0.0322,0.0092,1.0144,0.0066,0.0028,0.0049
GCST90275150,autism-age-sex-M1,GCST90435594,skin-cancer,-0.0511,0.0664,-0.7696,0.4415,0.0167,0.0033,1.0308,0.0137,-0.0026,0.0055
GCST90435926,epilepsy-1,GCST010010,mdd-lifetime-recurrent,0.2761,0.2005,1.3771,0.1685,0.0666,0.0091,1.0219,0.0079,0.0207,0.005
GCST90042685,intestinal-cancer-mother,GCST004749,lung-carcinoma-smokers,0.0992,0.1398,0.7101,0.4777,0.1094,0.0264,1.0449,0.0098,0.009,0.0054
GCST90275152,autism-1,GCST90042673,intestinal-cancer-father,0.0208,0.1499,0.1389,0.8896,0.0018,0.0011,1.0246,0.0067,0.0059,0.0053
GCST004748,lung-carcinoma-1,GCST009158,uterine-fibroid-1,-0.1497,0.0761,-1.9681,0.0491,0.0201,0.0028,0.985,0.0089,0.0067,0.0052
GCST002245,alzheimers-late-onset-4,GCST90436510,uterine-polyp-1,-0.1354,0.2052,-0.6602,0.5092,0.0044,0.0021,1.0048,0.0068,8.7697e-06,0.005
GCST90043894,prostate-cancer-1,GCST009337,SCZ-PGC-2019,0.0677,0.0473,1.4292,0.1529,0.4415,0.0203,1.0984,0.0129,-0.011,0.007
GCST90042843,anxiety-treatment-1,GCST90042672,lung-cancer-family-father,0.0287,0.0663,0.4337,0.6645,0.0133,0.0018,0.9979,0.0081,-0.0009,0.0047
GCST006465,endometrial-carcinoma-1,GCST010010,mdd-lifetime-recurrent,0.1955,0.1345,1.4541,0.1459,0.0707,0.0091,1.0174,0.008,-0.0019,0.006
GCST90428118,crc-cancer-3,GCST90137411,bcc-2,0.0408,0.0744,0.5481,0.5836,0.0646,0.011,0.979,0.0194,0.0644,0.006
GCST90042682,depression-family-mother,GCST90271612,generalised-epilepsy,-0.1514,0.0634,-2.3867,0.017,0.2405,0.0225,1.0826,0.0136,-0.0006,0.0068
GCST90041833,breast-neoplasm-2,GCST90041833,breast-neoplasm-2,1.0002,7.8176e-05,12793.9715,0.0,0.0087,0.0014,1.0364,0.0095,1.0364,0.0095
GCST90042670,prostate-cancer-father,GCST90044453,uterine-polyp-2,0.1666,0.1809,0.9207,0.3572,0.0055,0.0019,1.004,0.0064,0.0016,0.0044
GCST90042695,depression-family-sibling,GCST009315,PTSD-PGC-2019,0.6912,0.1138,6.0733,1.2530e-09,0.0154,0.0027,1.0255,0.007,0.0237,0.0049
GCST90044335,glaucoma,GCST90044335,glaucoma,1.0,1.2574e-05,79528.1497,0.0,0.0324,0.0039,1.0395,0.0085,1.0395,0.0085
GCST003740,adenocarcinoma-barret-oesophagus,GCST90128471-females,SCZ-PGC-2022-females,0.0626,0.0529,1.1848,0.2361,0.2843,0.0197,1.0843,0.0125,0.0151,0.0063
GCST90275154,mdd-sex-M1,GCST90435945,peripheral-cns-disorder,0.1761,0.059,2.9861,0.0028,0.0171,0.0015,1.0195,0.0076,0.0073,0.0055
GCST90435864,anxiety-4,GCST90042685,intestinal-cancer-mother,0.3156,0.1804,1.7488,0.0803,0.0033,0.001,1.0088,0.0063,0.0008,0.0047
GCST90435863,anxiety-3,GCST90436510,uterine-polyp-1,0.5963,0.2236,2.6675,0.0076,0.0047,0.0021,1.0041,0.0067,0.0021,0.0047
GCST90246358,cervical-cancer-1,GCST003740,adenocarcinoma-barret-oesophagus,-0.019,0.0661,-0.2873,0.7739,0.2444,0.0293,1.0005,0.009,0.0006,0.0036
GCST004748,lung-carcinoma-1,GCST90041853,prostate-cancer-5,-0.114,0.0931,-1.2242,0.2209,0.0181,0.0029,1.0303,0.0105,0.0106,0.006
