type,selection,id,disease,disease_subtype,label,filename,ref_genome,snp,a1,a2,frq,z,b,OR,se_beta,se_OR,p,N_col,N_num,Nca_col,Nca_val,Nco_col,Nco_val,INFO,ignore,local_raw_path,remote_raw_path,shared_raw_path,local_preprocessed_path,remote_preprocessed_path,shared_preprocessed_path,munged,local_munged_path,remote_munged_path,shared_munged_path,wrangled,local_wrangled_path,remote_wrangled_path,shared_wrangled_path
NEU,subtype-family,GCST90012878,alzheimer's disease,family history,alzheimers-disease-family-history,GCST90012878.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,408942,,53042,,355900,INFO,SNP_ID,/home/maria/git/SOROLLA/SumStats/RAW/GCST90012878.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90012878.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90012878.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/alzheimers-disease-family-history_GCST90012878.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/alzheimers-disease-family-history_GCST90012878.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/alzheimers-disease-family-history_GCST90012878.tsv,False,,,,False,,,
NEU,main,GCST007511,alzheimer's disease,,alzheimers-late-onset-1,GCST007511.txt,,MarkerName,Effect_allele,Non_Effect_allele,,,Beta,,SE,,Pvalue,,63926,,21982,,41944,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST007511.txt,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST007511.txt,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST007511.txt,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/alzheimers-late-onset-1_GCST007511.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/alzheimers-late-onset-1_GCST007511.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/alzheimers-late-onset-1_GCST007511.tsv,False,,,,False,,,
NEU,minor,GCST002245,alzheimer's disease,,alzheimers-late-onset-4,GCST002245.txt,,MarkerName,Effect_allele,Non_Effect_allele,,,Beta,,SE,,Pvalue,,55134,,17008,,37154,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST002245.txt,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST002245.txt,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST002245.txt,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/alzheimers-late-onset-4_GCST002245.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/alzheimers-late-onset-4_GCST002245.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/alzheimers-late-onset-4_GCST002245.tsv,False,,,,False,,,
NEU,main,GCST90027164,amyotrophic lateral sclerosis,,lateral-sclerosis-1,GCST90027164.tsv.gz,,rsid,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,138086,,27205,,110881,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90027164.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90027164.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90027164.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lateral-sclerosis-1_GCST90027164.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lateral-sclerosis-1_GCST90027164.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lateral-sclerosis-1_GCST90027164.tsv,False,,,,False,,,
NEU,minor,GCST004692,amyotrophic lateral sclerosis,,lateral-sclerosis-2,GCST004692.tsv.gz,,variant_id,effect_allele,other_allele,freq,,beta,,standard_error,,p_value,,36052,,12577,controls,23475,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST004692.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST004692.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST004692.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lateral-sclerosis-2_GCST004692.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lateral-sclerosis-2_GCST004692.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lateral-sclerosis-2_GCST004692.tsv,False,,,,False,,,
PSY,main,GCST008465,anorexia nervosa,anorexia nervosa,ANN-PGC-2019,GCST008465.tsv,,ID,ALT,REF,,,BETA,,SE,,PVAL,,72517,NCAS,16992,NCON,55525,IMPINFO,,/home/maria/git/SOROLLA/SumStats/RAW/GCST008465.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST008465.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST008465.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/ANN-PGC-2019_GCST008465.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/ANN-PGC-2019_GCST008465.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/ANN-PGC-2019_GCST008465.tsv,False,,,,False,,,
PSY,main,GCST90225527,anxiety,,anxiety-2,GCST90225527.tsv,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,None,502477,,16079,,486398,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90225527.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90225527.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90225527.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-2_GCST90225527.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-2_GCST90225527.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-2_GCST90225527.tsv,False,,,,False,,,
PSY,minor,GCST90225528,anxiety,,anxiety-any,GCST90225528.tsv,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,502474,,21606,,480868,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90225528.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90225528.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90225528.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-any_GCST90225528.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-any_GCST90225528.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-any_GCST90225528.tsv,False,,,,False,,,
PSY,minor,GCST90225529,anxiety,,anxiety-others,GCST90225529.tsv,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,502468,,19596,,482872,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90225529.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90225529.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90225529.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-others_GCST90225529.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-others_GCST90225529.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-others_GCST90225529.tsv,False,,,,False,,,
PSY,minor,GCST90042778,anxiety,,anxiety-1,GCST90042778.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,45569,,27846,,17723,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042778.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042778.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042778.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-1_GCST90042778.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-1_GCST90042778.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-1_GCST90042778.tsv,False,,,,False,,,
PSY,subtype,GCST90042841,anxiety,medication,anxiety-medication,GCST90042841.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,123823,,16139,,107684,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042841.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042841.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042841.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-medication_GCST90042841.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-medication_GCST90042841.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-medication_GCST90042841.tsv,False,,,,False,,,
PSY,subtype,GCST90042843,anxiety,treatment,anxiety-treatment-1,GCST90042843.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,123823,,16124,,107699,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042843.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042843.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042843.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-treatment-1_GCST90042843.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-treatment-1_GCST90042843.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-treatment-1_GCST90042843.tsv,False,,,,False,,,
PSY,subtype,GCST90042844,anxiety,treatment,anxiety-treatment-2,GCST90042844.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,123823,,7213,,116610,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042844.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042844.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042844.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-treatment-2_GCST90042844.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-treatment-2_GCST90042844.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-treatment-2_GCST90042844.tsv,False,,,,False,,,
PSY,minor,GCST90435863,anxiety,,anxiety-3,GCST90435863.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,372415,n_cases,6939,n_controls,365476,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435863.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435863.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435863.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-3_GCST90435863.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-3_GCST90435863.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-3_GCST90435863.tsv,False,,,,False,,,
PSY,minor,GCST90435864,anxiety,,anxiety-4,GCST90435864.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,371851,n_cases,6375,n_controls,365476,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435864.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435864.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435864.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/anxiety-4_GCST90435864.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/anxiety-4_GCST90435864.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/anxiety-4_GCST90435864.tsv,False,,,,False,,,
PSY,subtype,GCST90275147,attention deficit disorder,"age, sex",ADHD-age-sex-M1,GCST90275147.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,58286,,21738,,36548,,"ref_allele, variant_id",/home/maria/git/SOROLLA/SumStats/RAW/GCST90275147.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275147.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275147.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/ADHD-age-sex-M1_GCST90275147.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/ADHD-age-sex-M1_GCST90275147.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/ADHD-age-sex-M1_GCST90275147.tsv,False,,,,False,,,
PSY,subtype,GCST90275148,attention deficit disorder,sex,ADHD-sex-M1,GCST90275148.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,58286,,21738,,36548,,"ref_allele, variant_id",/home/maria/git/SOROLLA/SumStats/RAW/GCST90275148.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275148.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275148.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/ADHD-sex-M1_GCST90275148.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/ADHD-sex-M1_GCST90275148.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/ADHD-sex-M1_GCST90275148.tsv,False,,,,False,,,
PSY,minor,GCST90275149,attention deficit disorder,,ADHD-1,GCST90275149.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,58286,,21738,,36548,,"ref_allele, variant_id",/home/maria/git/SOROLLA/SumStats/RAW/GCST90275149.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275149.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275149.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/ADHD-1_GCST90275149.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/ADHD-1_GCST90275149.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/ADHD-1_GCST90275149.tsv,False,,,,False,,,
PSY,main,PGC-ADHD-2022,attention deficit disorder,,ADHD-PGC-2022,ADHD2022_iPSYCH_deCODE_PGC.meta.gz,GRCh37,SNP,A1,A2,,,,OR,,SE,P, ,225534,Nca,38691,Nco,186843,INFO,,/home/maria/git/SOROLLA/SumStats/RAW/ADHD2022_iPSYCH_deCODE_PGC.meta.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/ADHD2022_iPSYCH_deCODE_PGC.meta.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/ADHD2022_iPSYCH_deCODE_PGC.meta.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/ADHD-PGC-2022_PGC-ADHD-2022.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/ADHD-PGC-2022_PGC-ADHD-2022.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/ADHD-PGC-2022_PGC-ADHD-2022.tsv,False,,,,False,,,
PSY,subtype,GCST90275150,autism,"age, sex",autism-age-sex-M1,GCST90275150.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,54976,,18235,,36741,,"ref_allele, variant_id",/home/maria/git/SOROLLA/SumStats/RAW/GCST90275150.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275150.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275150.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/autism-age-sex-M1_GCST90275150.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/autism-age-sex-M1_GCST90275150.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/autism-age-sex-M1_GCST90275150.tsv,False,,,,False,,,
PSY,subtype,GCST90275151,autism,sex,autism-sex-M1,GCST90275151.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,54976,,18235,,36741,,"ref_allele, variant_id",/home/maria/git/SOROLLA/SumStats/RAW/GCST90275151.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275151.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275151.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/autism-sex-M1_GCST90275151.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/autism-sex-M1_GCST90275151.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/autism-sex-M1_GCST90275151.tsv,False,,,,False,,,
PSY,minor,GCST90275152,autism,,autism-1,GCST90275152.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,54976,,18235,,36741,,"ref_allele, variant_id",/home/maria/git/SOROLLA/SumStats/RAW/GCST90275152.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275152.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275152.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/autism-1_GCST90275152.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/autism-1_GCST90275152.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/autism-1_GCST90275152.tsv,False,,,,False,,,
PSY,main,GCST010514,autism,,autism-2,GCST010514.tsv,,rsID,Allele1,Allele2,None,,Effect,,StdErr,,P-value,TotalSampleSize,55420,,22916,,32504,,MarkerName,/home/maria/git/SOROLLA/SumStats/RAW/GCST010514.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST010514.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST010514.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/autism-2_GCST010514.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/autism-2_GCST010514.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/autism-2_GCST010514.tsv,False,,,,False,,,
PSY,main,PGC-BIP-2021,bipolar disorder,,BIP-PGC-2021,PGC-BIP-2021.gz,,SNP,A1,A2,,,,OR,,SE,P,,413466,Nca,41917,Nco,371549,INFO,,/home/maria/git/SOROLLA/SumStats/RAW/PGC-BIP-2021.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/PGC-BIP-2021.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/PGC-BIP-2021.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/BIP-PGC-2021_PGC-BIP-2021.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/BIP-PGC-2021_PGC-BIP-2021.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/BIP-PGC-2021_PGC-BIP-2021.tsv,False,,,,False,,,
PSY,minor,GCST001241,bipolar disorder,,BIP-PGC-2011,GCST001241.gz,,snpid,a1,a2,,,,or,,se,pval,,16731,,7481,,9250,info,,/home/maria/git/SOROLLA/SumStats/RAW/GCST001241.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST001241.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST001241.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/BIP-PGC-2011_GCST001241.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/BIP-PGC-2011_GCST001241.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/BIP-PGC-2011_GCST001241.tsv,False,,,,False,,,
CAN,minor,GCST90011804,breast cancer,carcinoma,breast-carcinoma-1,GCST90011804.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,,,,odds_ratio,,,p_value,totN,428231,,17881,,410350,,n,/home/maria/git/SOROLLA/SumStats/RAW/GCST90011804.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90011804.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90011804.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-carcinoma-1_GCST90011804.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-carcinoma-1_GCST90011804.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-carcinoma-1_GCST90011804.tsv,False,,,,False,,,
CAN,main,GCST90041886,breast cancer,carcinoma,breast-carcinoma-2,GCST90041886.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,456276,,10152,,446124,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90041886.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90041886.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90041886.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-carcinoma-2_GCST90041886.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-carcinoma-2_GCST90041886.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-carcinoma-2_GCST90041886.tsv,False,,,,False,,,
CAN,subtype,GCST90043889,breast cancer,malignant neoplasm,breast-neoplasm-1,GCST90043889.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,456348,,6087,,450261,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90043889.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90043889.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90043889.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-neoplasm-1_GCST90043889.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-neoplasm-1_GCST90043889.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-neoplasm-1_GCST90043889.tsv,False,,,,False,,,
CAN,subtype,GCST90041833,breast cancer,malignant neoplasm,breast-neoplasm-2,GCST90041833.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,456348,,10971,,445377,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90041833.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90041833.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90041833.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-neoplasm-2_GCST90041833.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-neoplasm-2_GCST90041833.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-neoplasm-2_GCST90041833.tsv,False,,,,False,,,
CAN,subtype-family,GCST90042686,breast cancer,family history,breast-cancer-family-mother,GCST90042686.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,417532,,34581,,382951,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042686.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042686.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042686.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-cancer-family-mother_GCST90042686.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-cancer-family-mother_GCST90042686.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-cancer-family-mother_GCST90042686.tsv,False,,,,False,,,
CAN,subtype-family,GCST90042700,breast cancer,family history,breast-cancer-family-siblings,GCST90042700.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,356573,,16344,,340229,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042700.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042700.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042700.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-cancer-family-siblings_GCST90042700.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-cancer-family-siblings_GCST90042700.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-cancer-family-siblings_GCST90042700.tsv,False,,,,False,,,
CAN,minor,GCST90435600,breast cancer,,breast-cancer-1,GCST90435600.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,401447,n_cases,12898,n_controls,388549,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435600.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435600.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435600.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-cancer-1_GCST90435600.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-cancer-1_GCST90435600.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-cancer-1_GCST90435600.tsv,False,,,,False,,,
CAN,minor,GCST90435601,breast cancer,,breast-cancer-2,GCST90435601.tsv.gz,,ID,ALT,REF,,,beta,,sebeta,,pval,,401220,num_cases,12671,num_controls,388549,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435601.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435601.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435601.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-cancer-2_GCST90435601.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-cancer-2_GCST90435601.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-cancer-2_GCST90435601.tsv,False,,,,False,,,
CAN,minor,GCST90435602,breast cancer,,breast-cancer-3,GCST90435602.tsv.gz,,ID,ALT,REF,,,beta,,sebeta,,pval,,400423,num_cases,11874,num_controls,388549,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435602.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435602.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435602.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/breast-cancer-3_GCST90435602.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/breast-cancer-3_GCST90435602.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/breast-cancer-3_GCST90435602.tsv,False,,,,False,,,
