type,selection,id,disease,disease_subtype,label,filename,ref_genome,snp,a1,a2,frq,z,b,OR,se_beta,se_OR,p,N_col,N_num,Nca_col,Nca_val,Nco_col,Nco_val,INFO,ignore,local_raw_path,remote_raw_path,shared_raw_path,local_preprocessed_path,remote_preprocessed_path,shared_preprocessed_path,munged,local_munged_path,remote_munged_path,shared_munged_path,wrangled,local_wrangled_path,remote_wrangled_path,shared_wrangled_path
CAN,subtype-family,GCST90042672,lung cancer,family history,lung-cancer-family-father,GCST90042672.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,P_noSPA,N,396188,,37124,,359064,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90042672.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90042672.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90042672.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lung-cancer-family-father_GCST90042672.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lung-cancer-family-father_GCST90042672.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lung-cancer-family-father_GCST90042672.tsv,False,,,,False,,,
CAN,main,GCST004748,lung cancer,,lung-carcinoma-1,GCST004748.tsv,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,85716,,29266,,56450,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST004748.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST004748.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST004748.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lung-carcinoma-1_GCST004748.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lung-carcinoma-1_GCST004748.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lung-carcinoma-1_GCST004748.tsv,False,,,,False,,,
CAN,subtype,GCST004749,lung cancer,smokers,lung-carcinoma-smokers,GCST004749.tsv,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,40187,,23223,,16964,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST004749.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST004749.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST004749.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lung-carcinoma-smokers_GCST004749.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lung-carcinoma-smokers_GCST004749.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lung-carcinoma-smokers_GCST004749.tsv,False,,,,False,,,
CAN,subtype,GCST004750,lung cancer,squamous cell,lung-cancer-squamous,GCST004750.tsv,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,odds_ratio,standard_error,,p_value,,63053,,7426,,55627,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST004750.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST004750.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST004750.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lung-cancer-squamous_GCST004750.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lung-cancer-squamous_GCST004750.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lung-cancer-squamous_GCST004750.tsv,False,,,,False,,,
CAN,main,GCST90435631,lymph node cancer,,lymph-node-malignant-neoplasm,GCST90435631.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,375983,n_cases,5379,n_controls,370604,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435631.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435631.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435631.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/lymph-node-malignant-neoplasm_GCST90435631.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/lymph-node-malignant-neoplasm_GCST90435631.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/lymph-node-malignant-neoplasm_GCST90435631.tsv,False,,,,False,,,
PSY,minor,GCST009979,major depression disorder,,mdd-1,GCST009979.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,odds_ratio,standard_error,,p_value,,92957,n_case,29475,n_control,63482,info,,/home/maria/git/SOROLLA/SumStats/RAW/GCST009979.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST009979.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST009979.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-1_GCST009979.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-1_GCST009979.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-1_GCST009979.tsv,False,,,,False,,,
PSY,subtype,GCST010009,major depression disorder,lifetime,mdd-lifetime-1,GCST010009.txt,,SNP,A1,A0,A1FREQ,STAT,,OR,,SE,P,,67171,,,,,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST010009.txt,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST010009.txt,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST010009.txt,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-lifetime-1_GCST010009.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-lifetime-1_GCST010009.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-lifetime-1_GCST010009.tsv,False,,,,False,,,
PSY,subtype,GCST010010,major depression disorder,recurent,mdd-lifetime-recurrent,GCST010010.txt,,SNP,A1,A0,A1FREQ,STAT,,OR,,SE,P,,59385,,,,,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST010010.txt,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST010010.txt,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST010010.txt,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-lifetime-recurrent_GCST010010.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-lifetime-recurrent_GCST010010.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-lifetime-recurrent_GCST010010.tsv,False,,,,False,,,
PSY,subtype,GCST009980,major depression disorder,trauma,mdd-trauma,GCST009980.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,odds_ratio,standard_error,,p_value,,24094,n_case,13393,n_control,10701,info,,/home/maria/git/SOROLLA/SumStats/RAW/GCST009980.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST009980.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST009980.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-trauma_GCST009980.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-trauma_GCST009980.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-trauma_GCST009980.tsv,False,,,,False,,,
PSY,subtype,GCST009981,major depression disorder,no trauma,mdd-notrauma,GCST009981.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,odds_ratio,standard_error,,p_value,,49164,n_case,9487,n_control,39677,info,,/home/maria/git/SOROLLA/SumStats/RAW/GCST009981.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST009981.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST009981.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-notrauma_GCST009981.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-notrauma_GCST009981.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-notrauma_GCST009981.tsv,False,,,,False,,,
PSY,main,GCST005903,major depression disorder,,mdd-2,GCST005903.txt,,rsid,A1,A2,AlleleFreq,,Beta,,StandardError,,P,N_col,217584,,8276,,209308,ImputationAccuracy,,/home/maria/git/SOROLLA/SumStats/RAW/GCST005903.txt,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST005903.txt,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST005903.txt,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-2_GCST005903.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-2_GCST005903.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-2_GCST005903.tsv,False,,,,False,,,
PSY,subtype,GCST90275153,major depression disorder,"age, sex",mdd-age-sex-M1,GCST90275153.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,63875,,27507,,36368,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90275153.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275153.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275153.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-age-sex-M1_GCST90275153.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-age-sex-M1_GCST90275153.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-age-sex-M1_GCST90275153.tsv,False,,,,False,,,
PSY,subtype,GCST90275154,major depression disorder,sex,mdd-sex-M1,GCST90275154.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,63875,,27507,,36368,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90275154.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275154.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275154.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-sex-M1_GCST90275154.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-sex-M1_GCST90275154.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-sex-M1_GCST90275154.tsv,False,,,,False,,,
PSY,minor,GCST90275155,major depression disorder,,mdd-5,GCST90275155.tsv,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,z,beta,,standard_error,,p_value,,63875,,27507,,36368,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90275155.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90275155.tsv,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90275155.tsv,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mdd-5_GCST90275155.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mdd-5_GCST90275155.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mdd-5_GCST90275155.tsv,False,,,,False,,,
CAN,main,GCST90011809,melanoma,,melanoma-1,GCST90011809.tsv.gz,GRCh37,variant_id,effect_allele,other_allele,,,,odds_ratio,,,p_value,totN,417127,,6777,,410350,,n,/home/maria/git/SOROLLA/SumStats/RAW/GCST90011809.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90011809.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90011809.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/melanoma-1_GCST90011809.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/melanoma-1_GCST90011809.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/melanoma-1_GCST90011809.tsv,False,,,,False,,,
NEU,main,GCST90129450,migraine disorder,,migraine-disorder-1,GCST90129450.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,211460,,21586,,189874,INFO,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90129450.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90129450.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90129450.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/migraine-disorder-1_GCST90129450.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/migraine-disorder-1_GCST90129450.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/migraine-disorder-1_GCST90129450.tsv,False,,,,False,,,
PSY,main,GCST90435857,mood disorder,,mood-disorder,GCST90435857.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,378036,n_cases,12560,n_controls,365476,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST90435857.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST90435857.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST90435857.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/mood-disorder_GCST90435857.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/mood-disorder_GCST90435857.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/mood-disorder_GCST90435857.tsv,False,,,,False,,,
NEU,minor,GCST003566,multiple sclerosis,,multiple-sclerosis-1,GCST003566.tsv.gz,,variant_id,effect_allele,other_allele,effect_allele_frequency,,beta,,standard_error,,p_value,,15283,,4888,,10395,,,/home/maria/git/SOROLLA/SumStats/RAW/GCST003566.tsv.gz,/gpfs/projects/bsc02/mflores/gencor/SumStats/RAW/GCST003566.tsv.gz,/gpfs/projects/hpcsharing/364592/SumStats/RAW/GCST003566.tsv.gz,/home/maria/git/SOROLLA/SumStats/PREPROCESSED/multiple-sclerosis-1_GCST003566.tsv,/gpfs/projects/bsc02/mflores/gencor/SumStats/PREPROCESSED/multiple-sclerosis-1_GCST003566.tsv,/gpfs/projects/hpcsharing/364592/SumStats/PREPROCESSED/multiple-sclerosis-1_GCST003566.tsv,False,,,,False,,,
