type,selection,title,pubmedId,efoTraits,disease,disease_subtype,label,condition_label,summaryStatistics,id,filename,Ancestry,ref_genome,snp,a1,a2,frq,FRQ_U,FRQ_A,z,b,OR,se,p,N_col,N_num,Nca_col,Nca_val,Nco_col,Nco_val,INFO,ignore
CAN,minor,"Deciphering colorectal cancer genetics through multi-omic analysis of 100,204 cases and 154,587 controls of European and east Asian ancestries.",36539618,colorectal cancer,colorectal cancer,,crc-cancer-1,CRC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90255001-GCST90256000/GCST90255675/GCST90255675_buildGRCh37.tsv,GCST90255675,GCST90255675.tsv, European,GRCh37,variant_id,effect_allele,other_allele,,,,,beta,,standard_error,p_value,,185616,,78473.0,,107143.0,,
CAN,minor,"Deciphering colorectal cancer genetics through multi-omic analysis of 100,204 cases and 154,587 controls of European and east Asian ancestries.",36539618,colorectal cancer,colorectal cancer,,crc-cancer-2,CRC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90255001-GCST90256000/GCST90255676/GCST90255676_buildGRCh37.tsv,GCST90255676,GCST90255676.tsv, European,GRCh37,variant_id,effect_allele,other_allele,,,,,beta,,standard_error,p_value,,160527,,73673.0,,86854.0,,
CAN,main,New role of fat-free mass in cancer risk linked with genetic predisposition.,38538606,colorectal cancer,colorectal cancer,,crc-cancer-3,CRC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90428001-GCST90429000/GCST90428118/GCST90428118.tsv.gz,GCST90428118,GCST90428118.tsv.gz,European,,rs_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,n,315260,,4988.0,,310272.0,,variant_id
PSY,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"unipolar depression,family history",depression,family history,depression-family-mother,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042682/GCST90042682_buildGRCh37.tsv.gz,GCST90042682,GCST90042682.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,417293,,27823.0,,389470.0,,
PSY,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"unipolar depression,family history",depression,family history,depression-family-sibling,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042695/GCST90042695_buildGRCh37.tsv.gz,GCST90042695,GCST90042695.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,357071,,25919.0,,331152.0,,
PSY,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"unipolar depression,family history",depression,family history,depression-family-father,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042669/GCST90042669_buildGRCh37.tsv.gz,GCST90042669,GCST90042669.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,394089,,15165.0,,378924.0,,
PSY,subtype,A generalized linear mixed model association tool for biobank-scale data.,34737426,unipolar depression,depression,postpartum,depression-postpartum,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042784/GCST90042784_buildGRCh37.tsv.gz,GCST90042784,GCST90042784.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,48119,,6107.0,,42012.0,,
PSY,subtype,A generalized linear mixed model association tool for biobank-scale data.,34737426,unipolar depression,depression,trauma,depression-trauma,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042786/GCST90042786_buildGRCh37.tsv.gz,GCST90042786,GCST90042786.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,83336,,60952.0,,22384.0,,
PSY,subtype,Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways.,29662059,unipolar depression,depression,,depression-broad,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005902/UKBiobank_broad_12Jan18.txt,GCST005902,GCST005902.txt, European,,rsid,A1,A2,AlleleFreq,,,,Beta,,StandardError,P,,322580,,113769.0,,208811.0,ImputationAccuracy,
PSY,minor,"Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses.",27089181,"unipolar depression,depressive symptom measurement",depression,symptoms,depression-symptoms,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003769/DS_Full.txt.gz,GCST003769,GCST003769.txt.gz, European,,MarkerName,A1,A2,EAF,,,,Beta,,SE,Pval,,180866,,16471.0,,58835.0,,
PSY,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,depressive disorder,depression,,depression-disorder,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90435001-GCST90436000/GCST90435859/GCST90435859.tsv.gz,GCST90435859,GCST90435859.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,377377,n_cases,11901.0,n_controls,365476.0,,
CAN,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,benign digestive system neoplasm,digestive cancer,benign,digestive-neoplasm,INTEST,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90435001-GCST90436000/GCST90435657/GCST90435657.tsv.gz,GCST90435657,GCST90435657.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,400581,n_cases,5280.0,n_controls,395301.0,,
CAN,minor,Identification of nine new susceptibility loci for endometrial cancer.,30093612,endometrial carcinoma,endometrial cancer,carcinoma,endometrial-carcinoma-1,EC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006465/GCST006465_GRCh37.tsv.gz,GCST006465,GCST006465.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,54884,,8758.0,,46126.0,INFO,
CAN,main,Identification of nine new susceptibility loci for endometrial cancer.,30093612,endometrial carcinoma,endometrial cancer,carcinoma,endometrial-carcinoma-2,EC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006464/GCST006464_GRCh37.tsv.gz,GCST006464,GCST006464.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,121885,,12906.0,,108979.0,,
NEU,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,epilepsy,epilepsy,,epilepsy-1,EPI,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90435001-GCST90436000/GCST90435926/GCST90435926.tsv.gz,GCST90435926,GCST90435926.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,400296,n_cases,5087.0,n_controls,395209.0,,
NEU,minor,"GWAS meta-analysis of over 29,000 people with epilepsy identifies 26 risk loci and subtype-specific genetic architecture.",37653029,epilepsy,epilepsy,,epilepsy-2,EPI,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90271001-GCST90272000/GCST90271611/GCST90271611.tsv.gz,GCST90271611,GCST90271611.tsv.gz,European,,rs_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,69995,,27559.0,,42436.0,,
NEU,subtype,"GWAS meta-analysis of over 29,000 people with epilepsy identifies 26 risk loci and subtype-specific genetic architecture.",37653029,generalised epilepsy,epilepsy,,generalised-epilepsy,EPI,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90271001-GCST90272000/GCST90271612/GCST90271612.tsv.gz,GCST90271612,GCST90271612.tsv.gz,European,,rs_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,49388,,6952.0,,42436.0,,
NEU,subtype,"GWAS meta-analysis of over 29,000 people with epilepsy identifies 26 risk loci and subtype-specific genetic architecture.",37653029,partial epilepsy,epilepsy,partial,partial-epilepsy-1,EPI,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90271001-GCST90272000/GCST90271613/GCST90271613.tsv.gz,GCST90271613,GCST90271613.tsv.gz,European,,rs_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,57375,,14939.0,,42436.0,,
NEU,subtype,"GWAS meta-analysis of over 29,000 people with epilepsy identifies 26 risk loci and subtype-specific genetic architecture.",37653029,partial epilepsy,epilepsy,partial,partial-epilepsy-2,EPI,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90271001-GCST90272000/GCST90271619/GCST90271619.tsv.gz,GCST90271619,GCST90271619.tsv.gz,European,,rs_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,48214,,5778.0,,42436.0,,
CAN,main,Genome-wide association studies in oesophageal adenocarcinoma and Barrett's oesophagus: a large-scale meta-analysis.,27527254,"esophageal adenocarcinoma,Barrett's esophagus",esophaegal cancer,Barrett's esophagus,adenocarcinoma-barret-oesophagus,ADC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003740/GCST003740_buildGRCh37.tsv.gz,GCST003740,GCST003740.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,,,,,beta,,standard_error,p_value,,27438,,,,17159.0,,
CAN,main,A generalized linear mixed model association tool for biobank-scale data.,34737426,glaucoma,glaucoma,,glaucoma,CAN,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90044001-GCST90045000/GCST90044335/GCST90044335_buildGRCh37.tsv.gz,GCST90044335,GCST90044335.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,147979,,6368.0,,141611.0,,
NEU,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,headache disorder,headache disorder,,headache-disorder-1,CNSD,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90435001-GCST90436000/GCST90435919/GCST90435919.tsv.gz,GCST90435919,GCST90435919.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,406671,n_cases,7891.0,n_controls,398780.0,,
NEU,minor,Genetic risk shared across 24 chronic pain conditions: identification and characterization with genomic structural equation modeling.,37219871,headache disorder,headache disorder,,headache-disorder-2,CNSD,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129443/GCST90129443_buildGRCh37.tsv.gz,GCST90129443,GCST90129443.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,385514,,40222.0,,345292.0,INFO,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"intestinal cancer,family history",intestinal cancer,family history,intestinal-cancer-mother,INTEST,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042685/GCST90042685_buildGRCh37.tsv.gz,GCST90042685,GCST90042685.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,417208,,21763.0,,395445.0,,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"intestinal cancer,family history",intestinal cancer,family history,intestinal-cancer-sibling,INTEST,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042699/GCST90042699_buildGRCh37.tsv.gz,GCST90042699,GCST90042699.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,356280,,8807.0,,347473.0,,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"intestinal cancer,family history",intestinal cancer,family history,intestinal-cancer-father,INTEST,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042673/GCST90042673_buildGRCh37.tsv.gz,GCST90042673,GCST90042673.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,394500,,23605.0,,370895.0,,
CAN,subtype,Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.,28604730,lung adenocarcinoma,lung cancer,adenocarcinoma,adenocarcinoma-lung,LC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004744/GCST004744_buildGRCh37.tsv,GCST004744,GCST004744.tsv, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,66756,,11273.0,,55483.0,,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,family history of lung cancer,lung cancer,family history,lung-cancer-family-mother,LC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042684/GCST90042684_buildGRCh37.tsv.gz,GCST90042684,GCST90042684.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,417332,,17376.0,,399956.0,,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,family history of lung cancer,lung cancer,family history,lung-cancer-family-sibling,LC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042698/GCST90042698_buildGRCh37.tsv.gz,GCST90042698,GCST90042698.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,356353,,8126.0,,348227.0,,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,family history of lung cancer,lung cancer,family history,lung-cancer-family-father,LC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042672/GCST90042672_buildGRCh37.tsv.gz,GCST90042672,GCST90042672.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,396188,,37124.0,,359064.0,,
CAN,main,Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.,28604730,lung carcinoma,lung cancer,,lung-carcinoma-1,LC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004748/GCST004748_buildGRCh37.tsv,GCST004748,GCST004748.tsv, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,85716,,29266.0,,56450.0,,
CAN,subtype,Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.,28604730,lung carcinoma,lung cancer,smokers,lung-carcinoma-smokers,LC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004749/GCST004749_buildGRCh37.tsv,GCST004749,GCST004749.tsv, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,40187,,23223.0,,16964.0,,
CAN,subtype,Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.,28604730,squamous cell lung carcinoma,lung cancer,squamous cell,lung-cancer-squamous,LC,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004750/GCST004750_buildGRCh37.tsv,GCST004750,GCST004750.tsv, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,odds_ratio,standard_error,p_value,,63053,,7426.0,,55627.0,,
CAN,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,secondary malignant neoplasm,lymph node cancer,,lymph-node-malignant-neoplasm,CAN,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90435001-GCST90436000/GCST90435631/GCST90435631.tsv.gz,GCST90435631,GCST90435631.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,375983,n_cases,5379.0,n_controls,370604.0,,
PSY,minor,Genome-wide gene-environment analyses of major depressive disorder and reported lifetime traumatic experiences in UK Biobank.,31969693,unipolar depression,major depression disorder,,mdd-1,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009979/GCST009979_build37.tsv.gz,GCST009979,GCST009979.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,odds_ratio,standard_error,p_value,,92957,n_case,29475.0,n_control,63482.0,info,
PSY,subtype,Minimal phenotyping yields genome-wide association signals of low specificity for major depression.,32231276,unipolar depression,major depression disorder,lifetime,mdd-lifetime-1,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST010001-GCST011000/GCST010009/LifetimeMDD.covararraypcs.assoc.logistic.zip,GCST010009,GCST010009.zip, European,,SNP,A1,A0,A1FREQ,,,STAT,,OR,SE,P,,67171,,,,,,
PSY,subtype,Minimal phenotyping yields genome-wide association signals of low specificity for major depression.,32231276,unipolar depression,major depression disorder,recurent,mdd-lifetime-recurrent,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST010001-GCST011000/GCST010010/MDDRecur.covararraypcs.assoc.logistic.zip,GCST010010,GCST010010.zip, European,,SNP,A1,A0,A1FREQ,,,STAT,,OR,SE,P,,59385,,,,,,
PSY,subtype,Genome-wide gene-environment analyses of major depressive disorder and reported lifetime traumatic experiences in UK Biobank.,31969693,unipolar depression,major depression disorder,trauma,mdd-trauma,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009980/GCST009980_build37.tsv.gz,GCST009980,GCST009980.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,odds_ratio,standard_error,p_value,,24094,n_case,13393.0,n_control,10701.0,info,
PSY,subtype,Genome-wide gene-environment analyses of major depressive disorder and reported lifetime traumatic experiences in UK Biobank.,31969693,unipolar depression,major depression disorder,no trauma,mdd-notrauma,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009981/GCST009981_build37.tsv.gz,GCST009981,GCST009981.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,odds_ratio,standard_error,p_value,,49164,n_case,9487.0,n_control,39677.0,info,
PSY,main,Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways.,29662059,unipolar depression,major depression disorder,,mdd-2,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005903/UKBiobank_icdMDD_12Jan18.txt,GCST005903,GCST005903.txt, European,,rsid,A1,A2,AlleleFreq,,,,Beta,,StandardError,P,,217584,,8276.0,,209308.0,ImputationAccuracy,
PSY,subtype,ADuLT: An efficient and robust time-to-event GWAS.,37689771,unipolar depression,major depression disorder,"age, sex",mdd-age-sex-M1,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90275001-GCST90276000/GCST90275153/GCST90275153.tsv,GCST90275153,GCST90275153.tsv, European,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,,,z,beta,,standard_error,p_value,,63875,,27507.0,,36368.0,,
PSY,subtype,ADuLT: An efficient and robust time-to-event GWAS.,37689771,unipolar depression,major depression disorder,sex,mdd-sex-M1,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90275001-GCST90276000/GCST90275154/GCST90275154.tsv,GCST90275154,GCST90275154.tsv, European,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,,,z,beta,,standard_error,p_value,,63875,,27507.0,,36368.0,,
PSY,minor,ADuLT: An efficient and robust time-to-event GWAS.,37689771,unipolar depression,major depression disorder,,mdd-5,DEP,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90275001-GCST90276000/GCST90275155/GCST90275155.tsv,GCST90275155,GCST90275155.tsv, European,GRCh37,rs_id,effect_allele,other_allele,effect_allele_frequency,,,z,beta,,standard_error,p_value,,63875,,27507.0,,36368.0,,
CAN,main,Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.,32887889,melanoma,melanoma,,melanoma-1,SKIN,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011809/GCST90011809_buildGRCh37.tsv.gz,GCST90011809,GCST90011809.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,,,,,,odds_ratio,,p_value,totN,417127,,6777.0,,410350.0,,n
NEU,main,Genetic risk shared across 24 chronic pain conditions: identification and characterization with genomic structural equation modeling.,37219871,migraine disorder,migraine disorder,,migraine-disorder-1,CNSD,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129450/GCST90129450_buildGRCh37.tsv.gz,GCST90129450,GCST90129450.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,211460,,21586.0,,189874.0,INFO,
PSY,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,mood disorder,mood disorder,,mood-disorder,ANX,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90435001-GCST90436000/GCST90435857/GCST90435857.tsv.gz,GCST90435857,GCST90435857.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,378036,n_cases,12560.0,n_controls,365476.0,,
NEU,minor,Novel multiple sclerosis susceptibility loci implicated in epigenetic regulation.,7968108,multiple sclerosis,multiple sclerosis,,multiple-sclerosis-1,SCLE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003566/GCST003566_buildGRCh37.tsv.gz,GCST003566,GCST003566.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,15283,,4888.0,,10395.0,,
NEU,main,Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.,21833088,multiple sclerosis,multiple sclerosis,,multiple-sclerosis-2,SCLE,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001198/imsgc_2011_21833088_ms_efo0003885_1_gwas.sumstats.tsv.gz,GCST001198,GCST001198.tsv.gz,European,,rsid,effect_allele,other_allele,,,,,beta,OR,se,p,,26621,,9772.0,,16849.0,,
NEU,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,musculoskeletal system disease,musculoskeletal system disease,,musculoskeletal-disorder,CNSD,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90436001-GCST90437000/GCST90436787/GCST90436787.tsv.gz,GCST90436787,GCST90436787.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,408961,n_cases,5493.0,n_controls,403468.0,,
NEU,main,"Imputation and Reanalysis of ExomeChip Data Identifies Novel, Conditional and Joint Genetic Effects on Parkinson's Disease Risk.",34064523,Parkinson disease,parkison's disease,,parkinsons-1,PD,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST012001-GCST013000/GCST012431/GCST012431_buildGRCh37.tsv,GCST012431,GCST012431.tsv,European,,variant_id,ALT,REF,,,,Z_STAT,,odds_ratio,LOG(OR)_SE,p_value,,10533,,5167.0,,5366.0,,effect_allele
NEU,main,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies.,30104761,peripheral nervous system disease,peripheral nervous system disease,,peripheral-cns-disorder,CNSD,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90435001-GCST90436000/GCST90435945/GCST90435945.tsv.gz,GCST90435945,GCST90435945.tsv.gz,European,,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,,406659,n_cases,12592.0,n_controls,394067.0,,
PSY,main,International meta-analysis of PTSD genome-wide association studies identifies sex- and ancestry-specific genetic risk loci,31594949,post-traumatic stress disorder,post-traumatic stress disorder,,PTSD-PGC-2019,PTSD,https://figshare.com/ndownloader/files/28169727,GCST009315,GCST009315.gz,European,,SNP,A1,A2,,FRQ_U_151447,FRQ_A_23212,,,OR,SE,P,,174659,Nca,23212.0,Nco,151447.0,INFO,
CAN,minor,A generalized linear mixed model association tool for biobank-scale data.,34737426,prostate cancer,prostate cancer,,prostate-cancer-1,PCa,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90043001-GCST90044000/GCST90043894/GCST90043894_buildGRCh37.tsv.gz,GCST90043894,GCST90043894.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,208808,,7769.0,,201039.0,,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"prostate cancer,family history",prostate cancer,family history,prostate-cancer-sibling,PCa,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042696/GCST90042696_buildGRCh37.tsv.gz,GCST90042696,GCST90042696.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,356173,,5873.0,,350300.0,,
CAN,subtype-family,A generalized linear mixed model association tool for biobank-scale data.,34737426,"prostate cancer,family history",prostate cancer,family history,prostate-cancer-father,PCa,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90042001-GCST90043000/GCST90042670/GCST90042670_buildGRCh37.tsv.gz,GCST90042670,GCST90042670.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,394258,,30487.0,,363771.0,,
CAN,main,Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.,32887889,prostate carcinoma,prostate cancer,,prostate-cancer-3,PCa,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011808/GCST90011808_buildGRCh37.tsv.gz,GCST90011808,GCST90011808.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,,,,,,odds_ratio,,p_value,totN,421142,,10792.0,,410350.0,,n
CAN,minor,A generalized linear mixed model association tool for biobank-scale data.,34737426,prostate carcinoma,prostate cancer,,prostate-cancer-5,PCa,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90041001-GCST90042000/GCST90041853/GCST90041853_buildGRCh37.tsv.gz,GCST90041853,GCST90041853.tsv.gz, European,GRCh37,variant_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,P_noSPA,N,208808,,5796.0,,203012.0,,
CAN,minor,New role of fat-free mass in cancer risk linked with genetic predisposition.,38538606,prostate cancer,prostate cancer,,prostate-cancer,PCa,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90428001-GCST90429000/GCST90428117/GCST90428117.tsv.gz,GCST90428117,GCST90428117.tsv.gz,European,,rs_id,effect_allele,other_allele,effect_allele_frequency,,,,beta,,standard_error,p_value,n,151994,,7822.0,,144172.0,,variant_id
